"name","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross","type"
"bee and puppycat",2013,NA,"Animation","Short","Action",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"short"
"bee and puppycat",2013,NA,"Animation","Short","Action",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"short"
"bee and puppycat",2013,NA,"Animation","Short","Action",NA,NA,NA,"Star: Tommy Wiseau",NA,NA,NA,NA,NA,NA,"short"
"cobra kai",2018,NA,"Action","Comedy","Drama",NA,NA,NA,"Ralph Macchio","William Zabka"," Courtney Henggeler","Xolo Maridueña",NA,NA,NA,"tv"
"fatma",2021,NA,"Crime","Drama","Thriller",7.5,"Ozer Feyzioglu","
Ozgur Onurme
","Burcu Biricik","Ugur Yücel"," Mehmet Yilmaz Ak","Hazal Türesan",200,NA,NA,"tv"
"fatma",2021,NA,"Crime","Drama","Thriller",7.5,"Ozer Feyzioglu","
Ozgur Onurme
","Burcu Biricik","Ugur Yücel"," Mehmet Yilmaz Ak","Hazal Türesan",192,NA,NA,"tv"
"fatma",2021,NA,"Crime","Drama","Thriller",7.5,"Ozgur Onurme",NA,"Burcu Biricik","Sehsuvar Aktas"," Servet Pandur","Mehmet Yilmaz Ak",186,NA,NA,"tv"
"fatma",2021,NA,"Crime","Drama","Thriller",8,"Ozgur Onurme",NA,"Burcu Biricik","Ugur Yücel"," Hazal Türesan","Mehmet Yilmaz Ak",192,NA,NA,"tv"
"fatma",2021,NA,"Crime","Drama","Thriller",8,"Ozgur Onurme",NA,"Burcu Biricik","Ugur Yücel"," Mehmet Yilmaz Ak","Hazal Türesan",197,NA,NA,"tv"
"inside man",NA,NA,"Drama","Mystery","Thriller",NA,"Paul McGuigan",NA,"David Tennant","Stanley Tucci"," Dolly Wells","Lydia West",NA,NA,NA,"tv"
"inside man",NA,NA,"Drama","Mystery","Thriller",NA,"Paul McGuigan",NA,"David Tennant","Stanley Tucci"," Dolly Wells","Lydia West",NA,NA,NA,"tv"
"cobra kai",2018,NA,"Action","Comedy","Drama",NA,NA,NA,"Ralph Macchio","William Zabka"," Courtney Henggeler","Xolo Maridueña",NA,NA,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.7,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",4138,54,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9.2,"Keith Gordon",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",4205,57,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9.5,"S.J. Clarkson",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",5437,51,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9.8,"Steve Shill",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",11638,51,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.7,"Brian Kirk",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3711,49,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.3,"Marcos Siega",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3606,51,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9.2,"John Dahl",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",4256,55,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9,"Keith Gordon",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3871,49,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.7,"Romeo Tirone",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3641,55,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.5,"Tim Hunter",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3573,53,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",8.5,"Ernest R. Dickerson",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",3591,54,NA,"tv"
"dexter",2006,2013,"Crime","Drama","Mystery",9.4,"John Dahl",NA,"Michael C. Hall","Julie Benz"," Jennifer Carpenter","Desmond Harrington",5072,51,NA,"tv"
"modern family",2009,2020,"Comedy","Drama","Romance",8.2,"Jason Winer",NA,"Ed O'Neill","Sofía Vergara"," Julie Bowen","Ty Burrell",3404,23,NA,"tv"
"bridgerton",2020,NA,"Drama","Romance",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"bridgerton",2020,NA,"Drama","Romance",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,"Pamela Fryman",NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,"Pamela Fryman",NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,"Pamela Fryman",NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Robert Belushi","Cinthya Carmona"," Olivia Macklin","Emily Osment",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Cinthya Carmona","Santana Dempsey"," David Gridley","Olivia Macklin",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,"Jody Margolin Hahn",NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,"Jody Margolin Hahn",NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"pretty smart",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Cinthya Carmona","Olivia Macklin"," Emily Osment","Michael Hsu Rosen",NA,NA,NA,"tv"
"castlevania",2017,2021,"Animation","Action","Adventure",8.3,"Sam Deats",NA,"Richard Armitage","James Callis"," Alejandra Reynoso","Jessica Brown Findlay",980,24,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",7.8,"Pairach Khumwan",NA,"Chicha Amatayakul","Bekah Jung"," Yuuki Luna","Tris Ren",183,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",6.5,"Komgrit Triwimol",NA,"Chicha Amatayakul","Tris Ren"," Michael Shen","Penpak Sirikul",145,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",8.2,"Pairach Khumwan",NA,"Naomi Amante","Chicha Amatayakul"," Patricia Tanchanok Good","Chanya McClory",147,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",8.3,"Sitisiri Mongkolsiri",NA,"Chicha Amatayakul","Thasorn Klinnium"," Chanya McClory","Lynhthy Nguyen",144,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",7.5,"Komgrit Triwimol",NA,"Chicha Amatayakul","Jasper Jeon"," Yuuki Luna","Chanya McClory",140,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",8.5,"Paween Purijitpanya","
Surawut Tungkharak
","Chicha Amatayakul","Yuuki Luna"," Chanya McClory","Tris Ren",158,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",8,"Jatuphong Rungrueangdechaphat",NA,"Chicha Amatayakul","Chanya McClory"," Phantira Pipityakorn","Tris Ren",110,NA,NA,"tv"
"girl from nowhere",2018,NA,"Crime","Drama","Fantasy",8.1,"Komgrit Triwimol",NA,"Chicha Amatayakul","Yarinda Bunnag"," Bekah Jung","Chanya McClory",112,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"ginny & georgia",2021,NA,"Comedy","Drama",NA,NA,"Anya Adams",NA,"Brianne Howey","Scott Porter"," Jennifer Robertson","Sara Waisglass",NA,NA,NA,"tv"
"dota: dragon's blood",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"master of none",2015,NA,"Comedy","Drama",NA,5.8,"Aziz Ansari",NA,"Naomi Ackie","Lena Waithe"," Aziz Ansari","Aysha Kala",1173,55,NA,"tv"
"the imperfects",2021,NA,"Adventure","Drama","Fantasy",NA,NA,NA,"Morgan Taylor Campbell","Chris Cope"," Iñaki Godoy","Rhianna Jagpal",NA,NA,NA,"tv"
"love, death & robots",2019,NA,"Animation","Short","Comedy",6.6,"Alex Beaty",NA,"Michael B. Jordan","Michelle C. Bonilla"," Brian T. Delaney",NA,5659,13,NA,"short"
"master of none",2015,NA,"Comedy","Drama",NA,5.7,"Aziz Ansari",NA,"Naomi Ackie","Lena Waithe"," Sam Winner",NA,658,31,NA,"tv"
"love, death & robots",2019,NA,"Animation","Short","Comedy",6.1,"Robert Valley",NA,"Archie Madekwe","Sebastian Croft"," Beatriz Godinho","Alexander Lobo Moreno",6739,13,NA,"short"
"love, death & robots",2019,NA,"Animation","Short","Comedy",7,"Simon Otto",NA,"Joe Dempsie","Steven Pacey",NA,NA,6039,11,NA,"short"
"love, death & robots",2019,NA,"Animation","Short","Comedy",6.5,"Meat Dept",NA,"Nancy Linari","Ben Giroux"," Brian Keane",NA,7098,12,NA,"short"
"love, death & robots",2019,NA,"Animation","Short","Comedy",7.4,"Elliot Dear",NA,"Divi Mittal","Sami Amber"," Fred Tatasciore","Brynley North",6163,7,NA,"short"
"love, death & robots",2019,NA,"Animation","Short","Comedy",7,"Tim Miller",NA,"Steven Pacey","Laura Pacey"," Kayli Tran",NA,5868,13,NA,"short"
"love, death & robots",2019,NA,"Animation","Short","Comedy",7.9,"Dominique Boidin","
Léon Bérelle","Peter Franzén","Zita Hanrot"," Alaïs Lawson","Jonnie Hurn",6873,18,NA,"short"
"sexify",2021,NA,"Comedy","Drama",NA,6.9,"Piotr Domalewski",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",138,50,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,6.9,"Piotr Domalewski",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",126,40,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,6.9,"Piotr Domalewski",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",116,49,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,6.8,"Kalina Alabrudzinska",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",108,38,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,7.1,"Kalina Alabrudzinska",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",103,37,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,6.9,"Kalina Alabrudzinska",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",96,40,NA,"tv"
"sexify",2021,NA,"Comedy","Drama",NA,7.1,"Kalina Alabrudzinska",NA,"Aleksandra Skraba","Maria Sobocinska"," Sandra Drzymalska","Piotr Pacek",100,47,NA,"tv"
"castlevania",2017,2021,"Animation","Action","Adventure",8.2,"Sam Deats",NA,"Richard Armitage","James Callis"," Alejandra Reynoso","Jessica Brown Findlay",911,24,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Yara Mustafa","Rakeen Saad",NA,NA,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Sameera Asir","Yara Mustafa",NA,NA,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Faris Al Bahri","Yara Mustafa",NA,NA,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Abood Abu Jaafar","Yara Mustafa",NA,NA,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Faris Al Bahri","Yara Mustafa",NA,NA,NA,"tv"
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,"Tima Shomali",NA,"Salsabiela A.","Joanna Arida"," Yara Mustafa","Rakeen Saad",NA,NA,NA,"tv"
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"ultraman",2019,NA,"Animation","Action","Adventure",NA,NA,NA,"Ryohei Kimura","Josh Hutcherson",NA,NA,NA,NA,NA,"tv"
"the talk",2010,NA,"Talk-Show",NA,NA,NA,NA,NA,"Sheryl Underwood","Carrie Ann Inaba"," Amanda Kloots","Elaine Welteroth",NA,38,NA,"tv"
"never have i ever",2020,NA,"Comedy",NA,NA,8.8,"Lang Fisher",NA,"Maitreyi Ramakrishnan","Richa Moorjani"," Jaren Lewison","Darren Barnet",433,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,"Paul Wilmshurst",NA,"Alexander Dreymon","Emily Cox"," Millie Brady","Eliza Butterworth",NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,"Paul Wilmshurst",NA,"Alexander Dreymon","Emily Cox"," Millie Brady","Eliza Butterworth",NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,"Paul Wilmshurst",NA,"Alexander Dreymon","Emily Cox"," Millie Brady","Eliza Butterworth",NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,"Anthony Philipson",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"the last kingdom",2015,NA,"Action","Drama","History",NA,"Anthony Philipson",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"1899",2022,NA,"Drama","History","Horror",NA,"Baran bo Odar",NA,NA,NA,NA,NA,NA,NA,NA,"tv"
"the imperfects",2021,NA,"Adventure","Drama","Fantasy",NA,NA,NA,"Morgan Taylor Campbell","Chris Cope"," Iñaki Godoy","Rhianna Jagpal",NA,NA,NA,"tv"
"arcane",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"the imperfects",2021,NA,"Adventure","Drama","Fantasy",NA,"Jovanka Vuckovic",NA,"Morgan Taylor Campbell","Iñaki Godoy"," Rhianna Jagpal","Siddhartha Minhas",NA,NA,NA,"tv"
"the imperfects",2021,NA,"Adventure","Drama","Fantasy",NA,"Jovanka Vuckovic",NA,"Morgan Taylor Campbell","Jennifer Cheon Garcia"," Iñaki Godoy","Rhianna Jagpal",NA,NA,NA,"tv"
"too hot to handle brazil",2021,NA,"Reality-TV","Romance",NA,5.4,NA,NA,"Alana Barrett-Adkins","Emily Eden"," Asha Etchison","Moziah",124,NA,NA,"tv"
"love is blind: after the altar",2021,NA,"Reality-TV",NA,NA,5.4,NA,NA,"",NA,NA,NA,39,45,NA,"tv"
"busted! i know who you are!",2018,2021,"Comedy","Reality-TV",NA,7.7,NA,NA,"Jae-Suk Yoo","Park Min-Young"," Se-hun Oh","Jong-min Kim",747,90,NA,"tv"
"the american barbecue showdown",2020,NA,"Reality-TV",NA,NA,7.2,NA,NA,"Kevin Bludso","Melissa Cookston"," Lyric Lewis","Rutledge Wood",957,NA,NA,"tv"
"100 humans",2020,NA,"Reality-TV",NA,NA,5.7,NA,NA,"Komalpreet Kaur Batth","Haley Bockrath"," Dylan George","Braxton Hale",3456,NA,NA,"tv"
"black ink crew",2012,NA,"Reality-TV",NA,NA,4.6,NA,NA,"Ashley Nicole Bermudez","Ceaser Emanuel"," Dutchess Lattimore","Kevin Laroy",383,42,NA,"tv"
"drag race: untucked!",2009,NA,"Reality-TV",NA,NA,7.8,NA,NA,"RuPaul","Michelle Visage"," Santino Rice","Sutan Amrull",3154,21,NA,"tv"
"the boulet brothers' dragula: search for the world's first drag supermonster",2016,NA,"Game-Show","Horror","Reality-TV",7.9,NA,NA,"The Boulet Brothers","Abhora"," Antonio Yee","Disasterina",813,48,NA,"tv"
"rupaul's secret celebrity drag race",2020,NA,"Reality-TV",NA,NA,6.9,NA,NA,"RuPaul","Michelle Visage"," Carson Kressley","Ross Mathews",1223,NA,NA,"tv"
"fabulous lives of bollywood wives",2020,NA,"Reality-TV",NA,NA,4.7,NA,NA,"Maheep Kapoor","Seema Khan"," Neelam Kothari","Bhavana Pandey",7070,35,NA,"tv"
"girls incarcerated: young and locked up",2018,NA,"Documentary","Reality-TV","Talk-Show",7.3,NA,NA,"",NA,NA,NA,979,45,NA,"tv"
"animals on the loose: a you vs. wild movie",2021,NA,"Adventure","Reality-TV",NA,5.8,"Ben Simms",NA,"Star: Bear Grylls",NA,NA,NA,762,90,NA,"tv"
"derren brown: pushed to the edge",2016,NA,"Reality-TV",NA,NA,7.5,"Jon Richards",NA,"Ben Adams","Dave Bibby"," Derren Brown","Tom Carter",3496,68,NA,"tv"
"the circle: french",2020,NA,"Reality-TV",NA,NA,7.4,NA,NA,"Alfred Gerbet","Romain Ben"," Maxime Merkouchenko","Éléa",610,NA,NA,"tv"
"fate: the winx saga - the afterparty",2021,NA,"Comedy","Fantasy","Reality-TV",6.2,"Joe Guidry","
Jon Mackey
","David Spade","Fortune Feimster"," London Hughes","Abigail Cowen",52,NA,NA,"tv"
"rupaul's drag race holi-slay spectacular",2018,NA,"Reality-TV",NA,NA,4.8,"Nick Murray",NA,"RuPaul","Michelle Visage"," Ross Mathews","Todrick Hall",1002,41,NA,"tv"
"the home edit",2020,NA,"Reality-TV",NA,NA,4.8,NA,NA,"Clea Shearer","Joanna Teplin",NA,NA,180,NA,NA,"tv"
"derren brown: sacrifice",2018,NA,"Reality-TV",NA,NA,7.1,NA,NA,"Derren Brown","Megan Affonso"," Bob Cable","Christopher Crabinha",1707,49,NA,"tv"
"big dreams, small spaces",2014,2017,"Reality-TV",NA,NA,8.1,NA,NA,"Star: Monty Don",NA,NA,NA,309,NA,NA,"tv"
"o crush perfeito",2020,NA,"Reality-TV","Romance",NA,5.3,NA,NA,"Star: Dieter Truppel",NA,NA,NA,105,NA,NA,"tv"
"ainori: asian journey",2017,NA,"Reality-TV",NA,NA,6.9,NA,NA,"Becky","Toshiaki Kasuga"," Mayuko Kawakita","Shimon Ohkura",243,NA,NA,"tv"
"the circle: brazil",2020,NA,"Reality-TV",NA,NA,6.8,NA,NA,"Giovanna Ewbank","Raphael Dumaresq"," J.P. Gadelha","Marina Gregory",677,NA,NA,"tv"
"jenny slate: stage fright",2019,NA,"Comedy","Reality-TV",NA,5.9,"Gillian Robespierre",NA,"Star: Jenny Slate",NA,NA,NA,1163,66,NA,"tv"
"storage wars canada",2013,2016,"Reality-TV",NA,NA,3.3,NA,NA,"Ursula Stolf","Paul Kenny"," Bogart Kenny","Roy Dirnbeck",494,30,NA,"tv"
"sugar high",2020,NA,"Reality-TV",NA,NA,7.3,"Ariel Boles",NA,"Hunter March","Jackie Sorkin"," Rebecca DeAngelis","Stéphane Tréand",136,44,NA,"tv"
"time to eat with nadiya",2019,NA,"Reality-TV",NA,NA,7.4,NA,NA,"Star: Nadiya Hussain",NA,NA,NA,389,29,NA,"tv"
"niquelao!",2019,NA,"Reality-TV",NA,NA,5.5,NA,NA,"Pepa Charro","Christian Escribà"," Jordi Cruz","Paula Gonu",84,NA,NA,"tv"
"nasce uma rainha",2020,NA,"Reality-TV",NA,NA,6.5,NA,NA,"Phillip Jordan","Gloria Groove"," Alexia Twister","Silvero Pereira",131,NA,NA,"tv"
"the mosque next door",2017,NA,"Reality-TV",NA,NA,7.6,NA,NA,"",NA,NA,NA,36,NA,NA,"tv"
"inst@famous",2018,NA,"Reality-TV",NA,NA,3.9,NA,NA,"Andrea Espada","Jujimufu"," Allie Kaplan","Lexie Kaplan",24,NA,NA,"tv"
"mexico diseña",2016,NA,"Game-Show","Reality-TV",NA,5.6,NA,NA,"Renato Lopez","Emilio Aguado"," Claudia Cándano","Manuel Díaz",6,25,NA,"tv"
"cctv: caught on camera",2014,NA,"Reality-TV",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,43,NA,"tv"
"s.t.r.o.n.g.",2016,NA,"Game-Show","Reality-TV",NA,7.3,NA,NA,"Star: Gabrielle Reece",NA,NA,NA,59,NA,NA,"tv"
"chicken soup for the soul's being dad",2018,NA,"Reality-TV",NA,NA,NA,NA,NA,"Elvis Daly","Quattro Daly"," Zeke Daly","Eddie Spaghetti",NA,NA,NA,"tv"
"untitled colton underwood/netflix project",NA,NA,"Reality-TV",NA,NA,NA,NA,NA,"Star: Colton Underwood",NA,NA,NA,NA,NA,NA,"tv"
"derren brown: infamous",2014,NA,"Reality-TV",NA,NA,7.6,"Andy Nyman",NA,"Carl Barma","Derren Brown"," Benjayx Murphy",NA,244,71,NA,"tv"
"all the right moves",NA,NA,"Game-Show","Reality-TV",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"amor con fianza",2021,NA,"Reality-TV",NA,NA,NA,NA,NA,"Star: Mónica Naranjo",NA,NA,NA,NA,NA,NA,"tv"
"amazing on the inside",NA,NA,"Reality-TV",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"ainori reboot",2017,NA,"Reality-TV",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"yass, australia!",2018,NA,"Short","Reality-TV",NA,NA,NA,NA,"Bobby Berk","Karamo Brown"," Tan France","Antoni Porowski",NA,20,NA,"short"
"the weekly with wendy mesley",2018,NA,"News","Reality-TV",NA,NA,NA,NA,"Wendy Mesley","Billy Porter"," Jacob Tobia","Mark Towhey",NA,NA,NA,"tv"
"shingeki no kyojin",2013,2022,"Animation","Action","Adventure",9,NA,NA,"Yûki Kaji","Marina Inoue"," Josh Grelle","Yui Ishikawa",242582,24,NA,"tv"
"la casa de papel",2017,2021,"Action","Crime","Mystery",8.3,NA,NA,"Úrsula Corberó","Álvaro Morte"," Itziar Ituño","Pedro Alonso",341858,70,NA,"tv"
"daredevil",2015,2018,"Action","Crime","Drama",8.6,NA,NA,"Charlie Cox","Vincent D'Onofrio"," Deborah Ann Woll","Elden Henson",374963,54,NA,"tv"
"agents of s.h.i.e.l.d.",2013,2020,"Action","Adventure","Drama",7.5,NA,NA,"Clark Gregg","Ming-Na Wen"," Brett Dalton","Iain De Caestecker",205119,45,NA,"tv"
"spartacus: blood and sand",2010,2013,"Action","Adventure","Biography",8.5,NA,NA,"Andy Whitfield","Lucy Lawless"," Manu Bennett","Daniel Feuerriegel",228484,55,NA,"tv"
"the punisher",2017,2019,"Action","Crime","Drama",8.5,NA,NA,"Jon Bernthal","Amber Rose Revah"," Ben Barnes","Jason R. Moore",194777,53,NA,"tv"
"transformers: war for cybertron",2020,2021,"Animation","Action","Adventure",7.4,NA,NA,"Jason Marnocha","Frank Todaro"," Jake Foushee","Bill Rogers",2923,30,NA,"tv"
"trollhunters",2016,2018,"Animation","Action","Adventure",8.4,NA,NA,"Charlie Saxton","Lexi Medrano"," Anton Yelchin","Kelsey Grammer",14759,23,NA,"tv"
"iron fist",2017,2018,"Action","Adventure","Crime",6.5,NA,NA,"Finn Jones","Jessica Henwick"," Jessica Stroup","Tom Pelphrey",118859,55,NA,"tv"
"death note: desu nôto",2006,2007,"Animation","Crime","Drama",9,NA,NA,"Mamoru Miyano","Brad Swaile"," Vincent Tong","Ryô Naitô",262556,24,NA,"tv"
"hagane no renkinjutsushi",2009,2012,"Animation","Action","Adventure",9.1,NA,NA,"Kent Williams","Iemasa Kayumi"," Vic Mignogna","Romi Pak",134855,24,NA,"tv"
"enterprise",2001,2005,"Action","Adventure","Drama",7.5,NA,NA,"Scott Bakula","John Billingsley"," Jolene Blalock","Dominic Keating",48148,60,NA,"tv"
