"name","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross","type"
"jessica jones",2015,2019,"Action","Crime","Drama",7.9,NA,NA,"Krysten Ritter","Rachael Taylor"," Eka Darville","Carrie-Anne Moss",198056,56,NA,"tv"
"nanatsu no taizai",2014,2021,"Animation","Action","Adventure",8,NA,NA,"Bryce Papenbrook","Erika Harlacher"," Max Mittelman","Cristina Valenzuela",26282,24,NA,"tv"
"haikyuu!!",2014,2020,"Animation","Comedy","Drama",8.7,NA,NA,"Ayumu Murase","Kaito Ishikawa"," Yu Hayashi","Satoshi Hino",15250,24,NA,"tv"
"dirilis: ertugrul",2014,2019,"Action","Adventure","Drama",8,NA,NA,"Engin Altan Düzyatan","Hülya Darcan"," Cengiz Coskun","Nurettin Sönmez",31182,120,NA,"tv"
"shadowhunters: the mortal instruments",2016,2019,"Action","Drama","Fantasy",6.6,NA,NA,"Katherine McNamara","Dominic Sherwood"," Alberto Rosende","Matthew Daddario",56183,42,NA,"tv"
"scream",2015,2019,"Comedy","Crime","Drama",7.1,NA,NA,"Willa Fitzgerald","Bex Taylor-Klaus"," John Karna","Carlson Young",35660,45,NA,"tv"
"medici",2016,2019,"Biography","Drama","History",7.9,NA,NA,"Daniel Sharman","Alessandra Mastronardi"," Synnove Karlsen","Sebastian De Souza",16659,60,NA,"tv"
"luke cage",2016,2018,"Action","Crime","Drama",7.3,NA,NA,"Mike Colter","Simone Missick"," Theo Rossi","Alfre Woodard",120187,55,NA,"tv"
"sa-rang-eui bul-sa-chak",2019,2020,"Adventure","Comedy","Romance",8.7,NA,NA,"Hyun Bin","Son Ye-jin"," Seo Ji-hye","Kim Jung-hyun",16879,70,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.1,NA,NA,"Johnny Yong Bosch","Michelle Ruff"," Stephanie Sheh","Jamieson Price",46537,24,NA,"tv"
"yakusoku no neverland",2019,2021,"Animation","Adventure","Drama",8.5,NA,NA,"Sumire Morohoshi","Mariya Ise"," Shinei Ueki","Lynn",28438,23,NA,"tv"
"high school dxd",2012,2018,"Animation","Action","Comedy",7.6,NA,NA,"Yûki Kaji","Yôko Hikasa"," Azumi Asakura","Shizuka Itô",8085,23,NA,"tv"
"kôdo giasu - hangyaku no rurûshu: code geass - lelouch of the rebellion",2006,2012,"Animation","Action","Drama",8.7,NA,NA,"Jun Fukuyama","Johnny Yong Bosch"," Yuri Lowenthal","Takahiro Sakurai",55979,24,NA,"tv"
"shin seiki evangerion",1995,1996,"Animation","Action","Drama",8.5,NA,NA,"Megumi Ogata","Megumi Hayashibara"," Kotono Mitsuishi","Spike Spencer",55618,24,NA,"tv"
"mighty morphin power rangers",1993,1996,"Action","Adventure","Family",6.5,NA,NA,"Richard Steven Horvitz","David Yost"," Ed Neil","David J. Fielding",20874,30,NA,"tv"
"vis a vis",2015,2019,"Drama","Thriller",NA,8.2,NA,NA,"Alba Flores","María Isabel Díaz Lago"," Marta Aledo","Najwa Nimri",18606,53,NA,"tv"
"fairy tail: fearî teiru",2009,2019,"Animation","Action","Adventure",8,NA,NA,"Cherami Leigh","Todd Haberkorn"," Tia Lynn Ballard","Colleen Clinkenbeard",21958,24,NA,"tv"
"sorjonen",2016,2020,"Crime","Drama","Mystery",7.6,NA,NA,"Ville Virtanen","Matleena Kuusniemi"," Anu Sinisalo","Lenita Susi",8460,60,NA,"tv"
"shigatsu wa kimi no uso",2014,2015,"Animation","Drama","Music",8.6,NA,NA,"Natsuki Hanae","Risa Taneda"," Ayane Sakura","Ryôta Ôsaka",21095,23,NA,"tv"
"mako mermaids",2013,2016,"Adventure","Comedy","Drama",6.8,NA,NA,"Chai Hansen","Dominic Deutscher"," Gemma Forsyth","Rowan Hills",3445,30,NA,"tv"
"sseulsseulhago chalranhashin: dokkaebi",2016,2017,"Comedy","Drama","Fantasy",8.6,NA,NA,"Gong Yoo","Kim Go-eun"," Lee Dong-Wook","Yoo In-Na",14034,60,NA,"tv"
"seulgiroun euisasaenghal",2020,2021,"Comedy","Drama",NA,8.7,NA,NA,"Jo Jung-Suk","Yoo Yeon-Seok"," Jung Kyung-ho","Dae-Myung Kim",2903,84,NA,"tv"
"las chicas del cable",2017,2020,"Drama",NA,NA,7.6,NA,NA,"Blanca Suárez","Yon González"," Ana Fernández","Nadia de Santiago",12876,50,NA,"tv"
"suburra - la serie",2017,2020,"Action","Crime",NA,7.9,NA,NA,"Alessandro Borghi","Giacomo Ferrara"," Filippo Nigro","Carlotta Antonelli",12933,50,NA,"tv"
"kara para ask",2014,2015,"Action","Crime","Drama",7.3,NA,NA,"Engin Akyürek","Tuba Büyüküstün"," Erkan Can","Damla Colbay",5300,90,NA,"tv"
"alta mar",2019,2020,"Crime","Drama","Mystery",6.8,NA,NA,"Ivana Baquero","Jon Kortajarena"," Alejandra Onieva","Eloy Azorín",6483,50,NA,"tv"
"vivir sin permiso",2018,2020,"Drama",NA,NA,7.5,NA,NA,"Jose Coronado","Álex González"," Claudia Traisac","Luis Zahera",3769,75,NA,"tv"
"karppi",2018,2020,"Crime","Drama","Mystery",7.2,NA,NA,"Pihla Viitala","Lauri Tilkanen"," Mimosa Willamo","Noa Tola",7267,45,NA,"tv"
"kono subarashii sekai ni shukufuku o!",2016,2017,"Animation","Adventure","Comedy",7.8,NA,NA,"Jun Fukushima","Sora Amamiya"," Rie Takahashi","Ai Kayano",7626,24,NA,"tv"
"leyla ile mecnun",2011,2021,"Adventure","Comedy","Drama",9.1,NA,NA,"Ali Atay","Ahmet Mümtaz Taylan"," Serkan Keskin","Cengiz Bozkurt",90655,80,NA,"tv"
"soupçons",2004,2018,"Documentary","Crime","Drama",7.9,NA,NA,"Michael Peterson","David Rudolf"," Ron Guerette","Martha Ratliff",20200,629,NA,"tv"
"la casa de las flores",2018,2020,"Comedy","Drama",NA,7.6,NA,NA,"Cecilia Suárez","Claudette Maillé"," Dario Yazbek Bernal","Juan Pablo Medina",7172,60,NA,"tv"
"eung-dab-ha-ra 1988",2015,2016,"Comedy","Drama","Family",9.1,NA,NA,"Hyeri Lee","Go Kyung-Pyo"," Ryu Jun-Yeol","Park Bo-Gum",4663,90,NA,"tv"
"thomas the tank engine & friends",1984,2021,"Animation","Adventure","Comedy",6.6,NA,NA,"Michael Angelis","Keith Wickham"," Michael Brandon","Kerry Shale",4153,11,NA,"tv"
"boiseu",2017,2021,"Action","Crime","Mystery",7.7,NA,NA,"Lee Hana","Eun-seo Son"," Song Boo-gun","Kim Joong-Ki",1496,60,NA,"tv"
"señora acero",2014,2019,"Crime","Drama","Romance",7.1,NA,NA,"Aurora Gil","Oscar Priego"," Jorge Zárate","Michel Duval",309,NA,NA,"tv"
"byeol-e-seo on geu-dae",2013,2014,"Comedy","Drama","Fantasy",8.2,NA,NA,"Jun Ji-hyun","Kim Soo-hyun"," Park Hae-Jin","Yoo In-Na",10146,60,NA,"tv"
"luchshe, chem lyudi",2018,2019,"Drama","Sci-Fi",NA,7.4,NA,NA,"Paulina Andreeva","Kirill Käro"," Aleksandr Ustyugov","Olga Lomonosova",7450,52,NA,"tv"
"kiru ra kiru: kill la kill",2013,2014,"Animation","Action","Comedy",7.9,NA,NA,"Ami Koshimizu","Aya Suzaki"," Toshihiko Seki","Shin'ichirô Miki",11962,25,NA,"tv"
"pooreun badaui junsul",2016,2017,"Comedy","Fantasy","Romance",8.1,NA,NA,"Jun Ji-hyun","Lee Min-Ho"," Lee Hee-joon","Shin Won Ho",6582,60,NA,"tv"
"mirai nikki",2011,2013,"Animation","Action","Drama",7.6,NA,NA,"Josh Grelle","Brina Palencia"," Leah Clark","Emily Neves",15313,25,NA,"tv"
"tengen toppa gurren lagann",2007,2008,"Animation","Action","Adventure",8.3,NA,NA,"Yuri Lowenthal","Kana Asumi"," Steve Blum","Johnny Yong Bosch",15693,24,NA,"tv"
"el dragón",2019,2020,"Action","Adventure","Drama",7,NA,NA,"Sebastián Rulli","Renata Notni"," Manuel Balbi","Cassandra Sanchez Navarro",1611,45,NA,"tv"
"joahamyeon ullineun",2019,2021,"Comedy","Drama","Romance",7.1,NA,NA,"Kim So-Hyun","Song Kang"," Ga-ram Jung","Go Min-Si",3786,50,NA,"tv"
"ki hwanghoo",2013,2014,"Action","Drama","History",8.5,NA,NA,"Ha Ji-Won","Hye-Rin Han"," Ju Jin-Mo","Ji Chang-Wook",2072,NA,NA,"tv"
"fate/stay night: unlimited blade works",2014,2015,"Animation","Action","Fantasy",8,NA,NA,"Mela Lee","Bryce Papenbrook"," Noriaki Sugiyama","Kana Ueda",6739,24,NA,"tv"
"yeokdoyojeong gim bokju",2016,2017,"Comedy","Romance",NA,8.4,NA,NA,"Lee Song-Kyoung","Nam Joo-Hyuk"," Jae-yoon Lee","Hye-Jung Cho",6035,60,NA,"tv"
"ask-i memnu",2008,2010,"Drama","Romance",NA,7.4,NA,NA,"Beren Saat","Kivanç Tatlitug"," Nebahat Çehre","Hazal Kaya",12276,90,NA,"tv"
"kôkaku kidôtai: stand alone complex",2002,2005,"Animation","Action","Crime",8.5,NA,NA,"Shirô Saitô","Mary Elizabeth McGlynn"," William Frederick Knight","Richard Epcar",18383,24,NA,"tv"
"seulgirowun gamppangsaenghwal",2017,2018,"Comedy","Drama",NA,8.4,NA,NA,"Hae-soo Park","Jung Kyung-ho"," Krystal Jung","Kyoo-hyung Lee",2163,90,NA,"tv"
"the flemish bandits",2018,2020,"Adventure","Drama","History",6.8,NA,NA,"Matteo Simoni","Stef Aerts"," Jeroen Perceval","Dirk Roofthooft",2114,45,NA,"tv"
"alhambeura goongjeonui chooeok",2018,2019,"Drama","Romance","Sci-Fi",7.8,NA,NA,"Park Shin-Hye","Hyun Bin"," Jin-Woong Min","Park Hoon",4367,60,NA,"tv"
"power rangers ninja steel",2017,2018,"Action","Adventure","Drama",5.9,NA,NA,"William Shewfelt","Nico Greetham"," Zoë Robins","Peter Adrian Sudarso",758,21,NA,"tv"
"goo-hae-jwo",2017,2019,"Mystery","Thriller",NA,8.1,NA,NA,"Jo Jae-yoon","Ho-jin Chun"," Tae-goo Eom","Esom",1046,60,NA,"tv"
"hwayugi",2017,2018,"Comedy","Fantasy","Horror",8.1,NA,NA,"Lee Seung-gi","Seung-Won Cha"," Yeon-Seo Oh","Hong-ki Lee",3664,75,NA,"tv"
"power rangers beast morphers",2019,2020,"Action","Adventure","Drama",6.8,NA,NA,"Rorrie D. Travis","Jasmeet Baduwalia"," Jacqueline Scislowski","Abraham Rodriguez",479,21,NA,"tv"
"de twaalf",2019,2020,"Drama","Thriller",NA,7.5,NA,NA,"Luc De Ruelle","Maaike Neuville"," Tom Vermeir","Peter Gorissen",4335,50,NA,"tv"
"dragons: riders of berk",2012,2014,"Animation","Action","Adventure",8,NA,NA,"Jay Baruchel","Christopher Mintz-Plasse"," T.J. Miller","America Ferrera",10046,22,NA,"tv"
"spirit riding free",2017,2019,"Animation","Action","Adventure",6.6,NA,NA,"Amber Frank","Bailey Gambertoglio"," Sydney Park","Nolan North",904,23,NA,"tv"
"au service de la france",2015,2018,"Comedy",NA,NA,7.8,NA,NA,"Hugo Becker","Wilfred Benaïche"," Christophe Kourotchkine","Karim Barras",3115,26,NA,"tv"
"kekkai sensen",2015,2017,"Animation","Action","Adventure",7.3,NA,NA,"Daisuke Sakaguchi","Kazuya Nakai"," Aaron Dismuke","Phil Parsons",1784,24,NA,"tv"
"roboti aniya",2017,2018,"Comedy","Romance","Sci-Fi",8,NA,NA,"Seung-eon Hwang","Se-wan Park"," Yoo Seung-ho","Chae Soo-bin",3743,35,NA,"tv"
"shin'ya shokudô: tokyo stories",2016,2019,"Drama",NA,NA,8.4,NA,NA,"Kaoru Kobayashi","Mansaku Fuwa"," Asako Kobayashi","Joe Odagiri",3713,24,NA,"tv"
"el tiempo entre costuras",2013,2014,"Adventure","Drama","History",8.3,NA,NA,"Adriana Ugarte","Mari Carmen Sánchez"," Tristán Ulloa","Francesc Garrido",3876,853,NA,"tv"
"shinya shokudô",2009,2014,"Drama",NA,NA,8.6,NA,NA,"Kaoru Kobayashi","Mansaku Fuwa"," Toshiki Ayata","Shôhei Uno",1680,24,NA,"tv"
"haters back off!",2016,2017,"Comedy","Drama","Family",6,NA,NA,"Colleen Ballinger","Angela Kinsey"," Francesca Reale","Erik Stocklin",6956,30,NA,"tv"
"herushingu",2001,2002,"Animation","Action","Fantasy",7.9,NA,NA,"Jôji Nakata","Yoshiko Sakakibara"," Fumiko Orikasa","Steven Brand",15227,23,NA,"tv"
"power rangers dino charge",2015,2016,"Action","Adventure","Family",6.5,NA,NA,"Brennan Mejia","Camille Hyde"," Yoshi Sudarso","Michael Taber",1200,21,NA,"tv"
"namjachingoo",2018,2019,"Drama","Romance",NA,7.2,NA,NA,"Park Bo-Gum","Song Hye-Kyo"," Sun-Young Kwak","Seung-jo Jang",940,60,NA,"tv"
"el vecino",2019,2021,"Action","Comedy",NA,6.6,NA,NA,"Quim Gutiérrez","Clara Lago"," Adrián Pino","Catalina Sopelana",1945,30,NA,"tv"
"higurashi: when they cry - gou",2020,2021,"Animation","Drama","Horror",7.1,NA,NA,"Sôichirô Hoshi","Yukari Tamura"," Mai Nakahara","Khoi Dao",356,NA,NA,"tv"
"smurfs",1981,1989,"Animation","Adventure","Comedy",7.2,NA,NA,"Don Messick","Danny Goldman"," Lucille Bliss","Frank Welker",16790,30,NA,"tv"
"mystery science theater 3000: the return",2017,2018,"Comedy","Drama","Horror",8,NA,NA,"Felicia Day","Patton Oswalt"," Jonah Ray","Baron Vaughn",3405,90,NA,"tv"
"eulachacha waikiki",2018,2019,"Comedy","Drama",NA,8.3,NA,NA,"Yi-Kyeong Lee","Kim Jung-hyun"," In-sun Jung","Son Seung-Won",1499,65,NA,"tv"
"power rangers megaforce",2000,2014,"Action","Adventure","Family",5.7,NA,NA,"Andrew Gray","Ciara Hanna"," John Mark Loudermilk","Christina Masterson",1495,24,NA,"tv"
"giruti kuraun: guilty crown",2011,2012,"Animation","Action","Romance",7.1,NA,NA,"Yûki Kaji","Ai Kayano"," Kana Hanazawa","Kate Bristol",4447,23,NA,"tv"
"to aru majutsu no indekkusu",2008,2019,"Animation","Action","Comedy",6.9,NA,NA,"Monica Rial","Micah Solusod"," Alexis Tipton","Caitlin Glass",1674,23,NA,"tv"
"ailiseu",2009,2013,"Action","Mystery","Romance",7.9,NA,NA,"Yeong-cheol Kim","Yun Ju-sang"," Seung-woo Kim","Lee Jeong-kil",1810,60,NA,"tv"
"suzumiya haruhi no yûutsu",2006,2009,"Animation","Comedy","Fantasy",7.8,NA,NA,"Tomokazu Sugita","Aya Hirano"," Minori Chihara","Yûko Gotô",7848,24,NA,"tv"
"kadokyaputa sakura",1998,2000,"Animation","Action","Adventure",8,NA,NA,"Sakura Tange","Huyen Chi"," Andrea Kwan","Junko Iwao",4613,30,NA,"tv"
"yungnyong-i nareusya",2015,2016,"Drama","History",NA,8.9,NA,NA,"Yoo Ah-in","Yo-Han Byun"," Myung-Min Kim","Shin Se-Kyung",803,NA,NA,"tv"
"13 geboden",2017,2018,"Crime","Mystery","Thriller",7,NA,NA,"Dirk van Dijck","Marie Vinck"," Karlijn Sileghem","Line Pillet",2093,46,NA,"tv"
"cheongchunsidae",2016,2017,"Comedy","Drama","Romance",8.3,NA,NA,"Yeri Han","Seung-Yeon Han"," Eun-bin Park","Hwa-young Ryu",1861,60,NA,"tv"
"v.r. troopers",1994,1996,"Action","Adventure","Family",5.8,NA,NA,"Michael Hollander","Michael Sorich"," David Carr","Gardner Baldwin",971,30,NA,"tv"
"fate/grand order: zettai maju sensen babylonia",2016,2021,"Animation","Action","Drama",7.3,NA,NA,"Nobunaga Shimazaki","Rie Takahashi"," Kenichi Suzumura","Ayako Kawasumi",526,NA,NA,"tv"
"ôkami to kôshinryô",2008,2009,"Animation","Adventure","Fantasy",8,NA,NA,"Jun Fukuyama","Ami Koshimizu"," Brina Palencia","J. Michael Tatum",3959,24,NA,"tv"
"kidô senshi gundam unicorn",2010,2014,"Animation","Action","Drama",7.8,NA,NA,"Troy Baker","J. David Brimmer"," Wayne Grayson","Dan Green",1145,NA,NA,"tv"
"ore no imouto ga konna ni kawaii wake ga nai",2010,2013,"Animation","Comedy","Drama",6.4,NA,NA,"Yûichi Nakamura","Ayana Taketatsu"," Kana Hanazawa","Satomi Sato",1310,25,NA,"tv"
"hotel transylvania",2017,2020,"Animation","Comedy","Family",5.5,NA,NA,"Bryn McAuley","Evany Rosen"," Gage Munroe","Joseph Motiki",579,21,NA,"tv"
"zhen huan zhuan",2011,2012,"Drama","History","Romance",8.4,NA,NA,"Li Sun","Jianbin Chen"," Qian Sun","Ada Choi",1382,90,NA,"tv"
"benvinguts a la família",2018,2019,"Comedy",NA,NA,6.7,NA,NA,"Melani Olivares","Ivan Massagué"," Yolanda Ramos","Nao Albet",385,NA,NA,"tv"
"good morning-call: guddo môningu kôru",2016,2017,"Comedy","Romance",NA,7.5,NA,NA,"Haruka Fukuhara","Shun'ya Shiraishi"," Moe Arai","Shûgo Nagashima",2877,48,NA,"tv"
"kore wa zombie desu ka?",2011,2012,"Animation","Action","Comedy",7.1,NA,NA,"Cherami Leigh","Jad Saxton"," Austin Tindle","Morgan Laure",1562,25,NA,"tv"
"re: mind",2017,2018,"Mystery","Thriller",NA,5,NA,NA,"Mirei Sasaki","Sarina Ushio"," Mei Higashimura","Ayaka Takamoto",1337,30,NA,"tv"
"eung-dab-ha-ra 1997",2012,2013,"Comedy","Drama","Romance",8.1,NA,NA,"Eun-ji Jung","Seo In-Guk"," Hoya","So-yul Shin",1775,50,NA,"tv"
"sidonia no kishi",2014,2015,"Animation","Action","Adventure",7.8,NA,NA,"Pete Sepenuk","Ryôta Ôsaka"," Takahiro Sakurai","Aya Suzaki",4192,NA,NA,"tv"
"les de l'hoquei",2019,2020,"Drama","Sport",NA,6.9,NA,NA,"Iria del Río","Nora Navas"," Natàlia Barrientos","Dèlia Brufau",381,50,NA,"tv"
"memorias de idhún",2020,2021,"Animation","Action","Adventure",5.4,NA,NA,"Itzan Escamilla","Michelle Jenner"," Sergio Mur","Nico Romero",475,25,NA,"tv"
"ildan ddeugeobge chungsohara",2018,2019,"Comedy","Romance",NA,6.7,NA,NA,"Yoon Kyun-Sang","Kim Yoo-jeong"," Jae-rim Song","Seon Yu",939,70,NA,"tv"
"seinto seiya: knights of the zodiac",2019,2020,"Animation","Action","Adventure",4.6,NA,NA,"Bryson Baugus","Marty Fleck"," Emily Neves","Ty Mahany",1700,NA,NA,"tv"
"hwanghooui poomkyeok",2018,2019,"Drama",NA,NA,6.6,NA,NA,"Jang Na-ra","Choi Jin-Hyuk"," Seong-rok Sin","Elliya Lee",443,NA,NA,"tv"
"naruto sd: rock lee no seishun full-power ninden",2012,2013,"Animation","Action","Comedy",7.4,NA,NA,"Yôichi Masukawa","Yukari Tamura"," Kôichi Tôchika","Tôru Ohkawa",787,24,NA,"tv"
"tukabseu",2017,2018,"Comedy","Fantasy","Romance",7.2,NA,NA,"Jo Jung-Suk","Oh Eui-Sik"," Hyeri Lee","Kim Seon-Ho",335,NA,NA,"tv"
"liu xing hua yuan",2001,2002,"Comedy","Drama","Romance",7.8,NA,NA,"Barbie Hsu","Jerry Yan"," Vic Chou","Ken Zhu",789,60,NA,"tv"
"cek toko sebelah: the series",2018,2019,"Comedy",NA,NA,8.3,NA,NA,"Ernest Prakasa","Yusril Fahriza"," Andi Awwe Wijaya","Adjis Doaibu",96,22,NA,"tv"
"love sick: the series",2014,2015,"Romance",NA,NA,7.4,NA,NA,"Harit Cheewagaroon","Chonlathorn Kongyingyong"," Phumphothingam Nawat","Paisarnkulwong Vachiravit",228,NA,NA,"tv"
"hashoter hatov",2015,2019,"Comedy",NA,NA,7.7,NA,NA,"Yuval Semo","Liora Rivlin"," Yigal Adika","Guy Loel",302,30,NA,"tv"
"bulyaseong",2016,2017,"Drama",NA,NA,7,NA,NA,"Jin Goo","Jeon Gook-hwan"," Jung Hae-In","Lee Ho-jung",260,NA,NA,"tv"
"tarzan and jane",2017,2018,"Animation","Action","Adventure",4.8,NA,NA,"Eden Gamliel","Giles Panton"," Kathleen Barr","Doron Bell",242,22,NA,"tv"
"las muñecas de la mafia (ii)",2009,2019,"Action",NA,NA,6.9,NA,NA,"Amparo Grisales","Roger Moreno"," Franklin Gutiérrez","Felipe Bernedette",18,NA,NA,"tv"
"don-kkot",2017,2018,"Drama",NA,NA,6.8,NA,NA,"Seung-jo Jang","So-hee Han"," Ki-Won Nam","Sang-woo Chae",245,NA,NA,"tv"
"bangkok love stories: innocence",2018,2019,"Romance",NA,NA,6.8,NA,NA,"Narupornkamol Chaisang","Tosatid Darnkhuntod"," Max Nattapol Diloknawarit","Pattaratida Patcharaveerapong",166,45,NA,"tv"
"gajokggiri wae irae",2014,2015,"Comedy","Drama","Romance",7,NA,NA,"Dong-Geun Yoo","Kim Hyun-joo"," Bak Yoon","Park Hyung-Sik",223,65,NA,"tv"
"robot trains",2017,2021,"Animation","Action","Adventure",6.2,NA,NA,"Bill Rogers","Carrie Savage"," Tony Salerno","Ken Spassione",71,14,NA,"tv"
"dinotrux supercharged",2017,2018,"Animation","Short","Action",7.2,NA,NA,"Ashleigh Ball","Richard Ian Cox"," Brian Drummond","Andrew Francis",80,24,NA,"short"
"zhong ji yi ban",2005,2013,"Action","Comedy","Drama",5.4,NA,NA,"Hao-Ming Chang","Wei-hsun Na"," Jiro Wang","Brent Hsu",76,50,NA,"tv"
"bg: shinpen keigonin",2018,2020,"Drama",NA,NA,6.2,NA,NA,"Takuya Kimura","Shôtarô Mamiya"," Nanao","Takumi Saitoh",372,54,NA,"tv"
"nisman",2019,2020,"Documentary","Crime","History",7.7,NA,NA,"Laura Alonso","James Bernazzani"," Sergio Berni","Miguel Bronfman",515,373,NA,"tv"
"pusong ligaw",2017,2018,"Drama",NA,NA,8,NA,NA,"Sofia Andres","Beauty Gonzalez"," Bianca King","Diego Loyzaga",6,NA,NA,"tv"
"phuean hian.. rongrian lon",2014,2015,"Horror","Mystery","Thriller",6.9,NA,NA,"Sirachuch Chienthaworn","Narikun Ketprapakorn"," Chawin Likitcharoenpong","Thiti Mahayotaruk",249,NA,NA,"tv"
"omangwa pyungyeon",2014,2015,"Drama","Romance",NA,7,NA,NA,"Choi Jin-Hyuk","Jin-hee Baek"," Min-su Choi","Woo-sik Choi",174,NA,NA,"tv"
"majutsushi orphen mubouhen",1998,1999,"Animation","Action","Adventure",7.3,NA,NA,"Shôtarô Morikubo","Mayumi Izuka"," Omi Minami","David Matranga",242,25,NA,"tv"
"cirque du soleil: luna petunia",2016,2017,"Animation","Family","Fantasy",6.3,NA,NA,"Neil Crone","Edward Glen"," Jonah Wineberg","Ciara Alexys",53,22,NA,"tv"
"ai hui lai",2011,2012,"Drama","Romance",NA,6.6,NA,NA,"June Tsai","Ray Chang"," Ya-Jo Wu","Shao-Hua Lung",13,NA,NA,"tv"
"heaven's wedding gown",2004,2005,"Drama",NA,NA,6.2,NA,NA,"Cyndi Wang","Leon Jay Williams"," Ming-Dow","Li-Chun Tsai",21,47,NA,"tv"
"zhong ji san guo",2009,2010,"Comedy",NA,NA,5.3,NA,NA,"Monkey Shao","George Hu"," Jiro Wang","Shu Chen",44,75,NA,"tv"
"paboo & mojies",2012,2019,"Animation","Action","Adventure",NA,NA,NA,"Johnny Yong Bosch","Kathleen Barr"," Shannon Chan-Kent","Michael Daingerfield",NA,NA,NA,"tv"
"wounded: the battle back home",2015,2016,"Documentary",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"flipos",2010,2011,"Animation",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"tv"
"yoga time",2004,2009,"Family",NA,NA,NA,NA,NA,"Star: Marlon Braccia",NA,NA,NA,NA,28,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.7,"Noriyuki Abe","
Kazunori Mizuno
","Noriaki Sugiyama","Ryûsei Nakao"," Toshiyuki Morikawa","Rie Kugimiya",181,23,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.9,"Noriyuki Abe","
Kôji Aritomi
","Masakazu Morita","Fumiko Orikasa"," Noriaki Sugiyama","Hiroki Yasumoto",209,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.7,"Noriyuki Abe","
Jun'ya Koshiba
","Masakazu Morita","Fumiko Orikasa"," Hiroki Yasumoto","Yuki Matsuoka",325,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.9,"Noriyuki Abe","
Akira Shimizu
","Masakazu Morita","Fumiko Orikasa"," Noriaki Sugiyama","Shin'ichirô Miki",176,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.1,"Noriyuki Abe","
Jun'ya Koshiba
","Masakazu Morita","Fumiko Orikasa"," Hiroki Yasumoto","Kôji Yusa",180,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.4,"Noriyuki Abe","
Kazunori Mizuno
","Masakazu Morita","Fumiko Orikasa"," Hiroki Yasumoto","Yuki Matsuoka",216,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.6,"Noriyuki Abe","
Akira Iwanaga
","Masakazu Morita","Fumiko Orikasa"," Noriaki Sugiyama","Hiroki Yasumoto",182,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.6,"Noriyuki Abe","
Kôji Aritomi
","Fumiko Orikasa","Kentarô Itô"," Kumi Sakuma","Takahiro Sakurai",153,23,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.2,"Noriyuki Abe",NA,"Masakazu Morita","Fumiko Orikasa"," Noriaki Sugiyama","Hiroki Yasumoto",204,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.9,"Noriyuki Abe","
Kazunori Mizuno
","Masakazu Morita","Fumiko Orikasa"," Hiroki Yasumoto","Rie Kugimiya",261,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.9,"Noriyuki Abe","
Shigeki Hatakeyama
","Masakazu Morita","Noriaki Sugiyama"," Hiroki Yasumoto","Yuki Matsuoka",176,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",9.1,"Noriyuki Abe","
Kumi Ichiguchi
","Masakazu Morita","Noriaki Sugiyama"," Hiroki Yasumoto","Yuki Matsuoka",213,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7,"Noriyuki Abe","
Jun'ya Koshiba
","Masakazu Morita","Noriaki Sugiyama"," Hiroki Yasumoto","Yuki Matsuoka",112,25,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",7.8,"Noriyuki Abe","
Takuji Kimura
","Masakazu Morita","Fumiko Orikasa"," Hiroki Yasumoto","Toshiyuki Morikawa",271,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.6,"Noriyuki Abe","
Mitsutaka Noshitani
","Masakazu Morita","Fumihiko Tachiki"," Akio Ôtsuka","Toshiyuki Morikawa",183,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8.3,"Noriyuki Abe","
Jun'ya Koshiba
","Masakazu Morita","Fumiko Orikasa"," Noriaki Sugiyama","Yuki Matsuoka",216,24,NA,"tv"
"bleach: burîchi",2004,2012,"Animation","Action","Adventure",8,"Noriyuki Abe","
Jun'ya Koshiba
","Masakazu Morita","Noriaki Sugiyama"," Hiroki Yasumoto","Yuki Matsuoka",194,24,NA,"tv"
