"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"the stranded",2019,NA,"Adventure","Drama","Mystery",7.1,"Sophon Sakdaphisit",NA,"Papangkorn Lerkchaleampote","Chutawut Phatrakampol"," Oabnithi Wiwattanawarang","Chayanit Chansangavej",45,46,NA
"the dragon prince",2018,NA,"Animation","Adventure","Drama",9.1,"Villads Spangsberg",NA,"Rena Anakwe","Racquel Belmonte"," Paula Burrows","Ian James Corlett",457,NA,NA
"the devil next door",2019,NA,"Documentary","Crime","History",7.7,"Yossi Bloch","
Daniel Sivan
","John Demjanjuk","Pat Buchanan"," Mark Demarino","John Demjanjuk Jr.",422,44,NA
"the devil next door",2019,NA,"Documentary","Crime","History",7.6,"Yossi Bloch","
Daniel Sivan
","John Demjanjuk","Gustav Borax"," Joseph Cherney","Dalia Dorner",380,44,NA
"the devil next door",2019,NA,"Documentary","Crime","History",7.6,"Yossi Bloch","
Daniel Sivan
","John Demjanjuk","Jerome Brentar"," Pat Buchanan","John Demjanjuk Jr.",365,52,NA
"the devil next door",2019,NA,"Documentary","Crime","History",7.8,"Yossi Bloch","
Daniel Sivan
","John Demjanjuk","John Demjanjuk Jr."," Dalia Dorner","Lawrence Douglas",352,45,NA
"the devil next door",2019,NA,"Documentary","Crime","History",7.8,"Yossi Bloch","
Daniel Sivan
","John Demjanjuk","John Caniglia"," Joseph Cherney","John Demjanjuk Jr.",345,47,NA
"johnny test",2005,NA,"Animation","Action","Adventure",6,"Larry Jacobs",NA,"James Arnold Taylor","Louis Chirillo"," Maryke Hendrikse","Ashleigh Ball",23,23,NA
"the dragon prince",2018,NA,"Animation","Adventure","Drama",9.2,"Villads Spangsberg",NA,"Rena Anakwe","Racquel Belmonte"," Paula Burrows","Ian James Corlett",479,NA,NA
"unsolved mysteries",2020,NA,"Documentary","Crime","Mystery",5.8,"Marcus A. Clarke",NA,"Jane Green","Tom Warner"," Thom Reed","Nancy Reed",1069,39,NA
"the boondocks",2005,2014,"Animation","Action","Comedy",8.2,"Seung Eun Kim",NA,"Regina King","John Witherspoon"," Cedric Yarbrough","Gary Anthony Williams",234,20,NA
"the boondocks",2005,2014,"Animation","Action","Comedy",7.9,"Seung Eun Kim","
Bob Hathcock
","Regina King","John Witherspoon"," Cedric Yarbrough","Gary Anthony Williams",266,22,NA
"johnny test",2005,NA,"Animation","Action","Adventure",5.8,"Larry Jacobs",NA,"James Arnold Taylor","Louis Chirillo"," Maryke Hendrikse","Ashleigh Ball",23,23,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.3,"Christina Manrique",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",898,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.1,"Mandy Clotworthy",NA,"Aimee Carrero","AJ Michalka"," Dana Davis","Antony Del Rio",895,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.8,"Christina Manrique",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",936,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.7,"Jen Bennett",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",940,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",7.9,"Christina Manrique",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",905,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.3,"Mandy Clotworthy",NA,"Aimee Carrero","Marcus Scribner"," Zehra Fazal","Morla Gorrondona",1067,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.7,"Jen Bennett",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",940,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",8.7,"Mandy Clotworthy",NA,"Aimee Carrero","Karen Fukuhara"," Marcus Scribner","Morla Gorrondona",913,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9,"Jen Bennett",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",972,24,NA
"she-ra and the princesses of power",2018,2020,"Animation","Action","Adventure",9.2,"Christina Manrique",NA,"Aimee Carrero","Karen Fukuhara"," AJ Michalka","Marcus Scribner",1006,24,NA
"barbarians",2020,NA,"Action","Adventure","Drama",7.4,"Barbara Eder",NA,"Laurence Rupp","Jeanne Goursaud"," David Schütter","Nicki von Tempelhoff",741,48,NA
"barbarians",2020,NA,"Action","Adventure","Drama",7.5,"Barbara Eder",NA,"Laurence Rupp","Jeanne Goursaud"," David Schütter","Ronald Zehrfeld",802,43,NA
"barbarians",2020,NA,"Action","Adventure","Drama",7.4,"Barbara Eder",NA,"Laurence Rupp","Jeanne Goursaud"," David Schütter","Ronald Zehrfeld",847,41,NA
"barbarians",2020,NA,"Action","Adventure","Drama",7.4,"Barbara Eder",NA,"Laurence Rupp","Jeanne Goursaud"," David Schütter","Ronald Zehrfeld",990,52,NA
"the dragon prince",2018,NA,"Animation","Adventure","Drama",9.6,"Villads Spangsberg",NA,"Rena Anakwe","Racquel Belmonte"," Paula Burrows","Ian James Corlett",727,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"disenchantment",2018,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"on my block",2018,NA,"Comedy","Drama",NA,7.9,"Lauren Iungerich",NA,"Sierra Capri","Jason Genao"," Brett Gray","Diego Tinoco",167,28,NA
"mr. iglesias",2019,2020,"Comedy",NA,NA,7.3,"Andy Cadiff",NA,"Gabriel Iglesias","Sherri Shepherd"," Jacob Vargas","Maggie Geha",106,26,NA
"explained",2018,NA,"Documentary",NA,NA,8.6,NA,NA,"J.K. Simmons","Bill Gates"," Joel Montgomery","Peter Daszak",420,NA,NA
"the sinner",2017,NA,"Crime","Drama","Mystery",6.5,"Colin Bucksey",NA,"Bill Pullman","Jessica Hecht"," Parisa Fitz-Henley","Eddie Martinez",1240,45,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.4,"Sudz Sutherland",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",524,54,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.7,"Sudz Sutherland",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",506,54,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.6,"Aleysa Young",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",489,55,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.7,"Aleysa Young",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",525,55,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.8,"Catalina Aguilar Mastretta",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",562,56,NA
"ginny & georgia",2021,NA,"Comedy","Drama",NA,7.4,"Catalina Aguilar Mastretta",NA,"Brianne Howey","Antonia Gentry"," Diesel La Torraca","Jennifer Robertson",574,54,NA
"young wallander",2020,NA,"Crime","Drama","Mystery",7.2,"Ole Endresen",NA,"Adam Pålsson","Leanne Best"," Richard Dillane","Ellise Chappell",330,NA,NA
"johnny test",2005,NA,"Animation","Action","Adventure",6.2,"Larry Jacobs",NA,"James Arnold Taylor","Louis Chirillo"," Maryke Hendrikse","Ashleigh Ball",29,23,NA
"the stranded",2019,NA,"Adventure","Drama","Mystery",7.1,"Sophon Sakdaphisit",NA,"Papangkorn Lerkchaleampote","Chutawut Phatrakampol"," Oabnithi Wiwattanawarang","Chayanit Chansangavej",50,50,NA
"young wallander",2020,NA,"Crime","Drama","Mystery",7.5,"Ole Endresen",NA,"Adam Pålsson","Leanne Best"," Richard Dillane","Ellise Chappell",321,NA,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.2,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",181,40,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.4,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",155,37,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.8,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",141,36,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",7.8,"Ethan Spaulding",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",2949,30,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.6,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",137,37,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.7,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",131,40,NA
"selena: the series",2020,2021,"Biography","Drama","Music",7.5,"Hiromi Kamata",NA,"Christian Serratos","Gabriel Chavarria"," Ricardo Chavira","Noemi Gonzalez",132,36,NA
"the witcher",2019,NA,"Action","Adventure","Fantasy",NA,"Stephen Surjik",NA,"Henry Cavill","Graham McTavish"," Anna Shaffer","Liz Carr",NA,NA,NA
"baby",2018,2020,"Drama",NA,NA,7.6,"Andrea De Sica",NA,"Benedetta Porcaroli","Alice Pagani"," Riccardo Mandolini","Chabeli Sastre",95,51,NA
"queen sono",2020,2021,"Action","Crime","Drama",6.8,"Kagiso Lediga",NA,"Pearl Thusi","Connie Chiume"," Vuyo Dabula","Kate Liquorish",65,NA,NA
"queen sono",2020,2021,"Action","Crime","Drama",6.8,"Tebogo Malope",NA,"Pearl Thusi","Vuyo Dabula"," Kate Liquorish","Loyiso Madinga",56,NA,NA
"queen sono",2020,2021,"Action","Crime","Drama",6.8,"Tebogo Malope",NA,"Pearl Thusi","Vuyo Dabula"," Kate Liquorish","Loyiso Madinga",47,NA,NA
"queen sono",2020,2021,"Action","Crime","Drama",6.7,"Kagiso Lediga",NA,"Pearl Thusi","Vuyo Dabula"," Abigail Kubeka","Kate Liquorish",48,NA,NA
"black lightning",2017,2021,"Action","Drama","Sci-Fi",6.7,"Oz Scott",NA,"Cress Williams","China Anne McClain"," Nafessa Williams","Christine Adams",323,41,NA
"sky rojo",2021,NA,"Action","Adventure","Crime",7,"Eduardo Chapero-Jackson","
Jesús Colmenar","Verónica Sánchez","Miguel Ángel Silvestre"," Asier Etxeandia","Lali Espósito",372,28,NA
"lucifer",2016,2021,"Crime","Drama","Fantasy",9.1,"Nathan Hope",NA,"Tom Ellis","Lauren German"," Kevin Alejandro","D.B. Woodside",3267,55,NA
"lucifer",2016,2021,"Crime","Drama","Fantasy",9.4,"Kevin Alejandro",NA,"Tom Ellis","Lauren German"," Kevin Alejandro","D.B. Woodside",4612,61,NA
"explained",2018,NA,"Documentary",NA,NA,8.2,NA,NA,"Vincent Kartheiser","Paul Rozin"," Isha Datar","Melanie Joy",267,NA,NA
"riverdale",2017,NA,"Crime","Drama","Mystery",7.6,"Michael Goi",NA,"K.J. Apa","Lili Reinhart"," Camila Mendes","Cole Sprouse",788,42,NA
"dynasty",2017,NA,"Drama",NA,NA,8.5,"Melanie Mayron",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",209,42,NA
"young wallander",2020,NA,"Crime","Drama","Mystery",7.4,"Jens Jonsson",NA,"Adam Pålsson","Leanne Best"," Richard Dillane","Ellise Chappell",297,NA,NA
"young wallander",2020,NA,"Crime","Drama","Mystery",7.5,"Jens Jonsson",NA,"Adam Pålsson","Leanne Best"," Richard Dillane","Ellise Chappell",292,NA,NA
"young wallander",2020,NA,"Crime","Drama","Mystery",7.2,"Jens Jonsson",NA,"Adam Pålsson","Leanne Best"," Richard Dillane","Ellise Chappell",294,NA,NA
"fast & furious spy racers",2019,NA,"Animation","Action","Crime",6.7,"Bret Haaland",NA,"Tyler Posey","Charlet Takahashi Chung"," Jorge Diaz","Camille Ramsey",117,NA,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.8,"Brad Silberling",NA,"Austin Abrams","Midori Francis"," Dante Brown","Troy Iwata",327,23,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.8,"Brad Silberling",NA,"Midori Francis","Austin Abrams"," Dante Brown","Troy Iwata",299,23,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.8,"Pamela Romanowsky",NA,"Austin Abrams","Midori Francis"," Dante Brown","Troy Iwata",265,25,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.9,"Pamela Romanowsky",NA,"Midori Francis","Austin Abrams"," Dante Brown","Troy Iwata",253,27,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.6,"Fred Savage",NA,"Austin Abrams","Midori Francis"," Dante Brown","Troy Iwata",250,27,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.9,"Fred Savage",NA,"Midori Francis","Austin Abrams"," Dante Brown","Troy Iwata",249,25,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",7.8,"Fred Savage",NA,"Austin Abrams","Midori Francis"," Dante Brown","Troy Iwata",249,25,NA
"dash & lily",2020,NA,"Comedy","Drama","Romance",8.2,"Fred Savage",NA,"Midori Francis","Austin Abrams"," Dante Brown","Troy Iwata",266,27,NA
"the boondocks",2005,2014,"Animation","Action","Comedy",8,"Seung Eun Kim","
Bob Hathcock
","Regina King","John Witherspoon"," Cedric Yarbrough","Gary Anthony Williams",258,23,NA
"the umbrella academy",2019,NA,"Action","Adventure","Comedy",8.4,"Ellen Kuras",NA,"Elliot Page","Tom Hopper"," David Castañeda","Emmy Raver-Lampman",2911,50,NA
"the umbrella academy",2019,NA,"Action","Adventure","Comedy",8.6,"Ellen Kuras",NA,"Elliot Page","Tom Hopper"," David Castañeda","Emmy Raver-Lampman",3012,47,NA
"the umbrella academy",2019,NA,"Action","Adventure","Comedy",9.1,"Jeremy Webb",NA,"Elliot Page","Tom Hopper"," David Castañeda","Emmy Raver-Lampman",3928,49,NA
"riverdale",2017,NA,"Crime","Drama","Mystery",7.2,"Gabriel Correa",NA,"K.J. Apa","Lili Reinhart"," Camila Mendes","Cole Sprouse",717,42,NA
"mortel",2019,2021,"Crime","Drama","Fantasy",8.1,"Edouard Salier",NA,"Carl Malapa","Némo Schiffman"," Manon Bresch","Corentin Fila",44,45,NA
"mortel",2019,2021,"Crime","Drama","Fantasy",6.9,"Simon Astier",NA,"Carl Malapa","Némo Schiffman"," Manon Bresch","Corentin Fila",43,49,NA
"mortel",2019,2021,"Crime","Drama","Fantasy",7.3,"Simon Astier",NA,"Carl Malapa","Némo Schiffman"," Manon Bresch","Corentin Fila",44,49,NA
"mortel",2019,2021,"Crime","Drama","Fantasy",7.3,"Simon Astier",NA,"Carl Malapa","Némo Schiffman"," Manon Bresch","Corentin Fila",43,54,NA
"black lightning",2017,2021,"Action","Drama","Sci-Fi",7.2,"Neema Barnette",NA,"Cress Williams","China Anne McClain"," Nafessa Williams","Christine Adams",328,42,NA
"explained",2018,NA,"Documentary",NA,NA,7.3,NA,NA,"John Waters","Steve Price"," Anjan Chatterjee","Richard Prum",228,NA,NA
"mortel",2019,2021,"Crime","Drama","Fantasy",8,"Edouard Salier",NA,"Carl Malapa","Némo Schiffman"," Manon Bresch","Corentin Fila",44,46,NA
"narcoworld: dope stories",2019,NA,"Documentary","Crime",NA,7.2,"Steven Grandison",NA,"Star: Michael Beach",NA,NA,NA,45,47,NA
"narcoworld: dope stories",2019,NA,"Documentary","Crime",NA,7,"Dan Murdoch",NA,"Michael Beach","José Luis Fernandez"," Sergio Gómez",NA,32,39,NA
"narcoworld: dope stories",2019,NA,"Documentary","Crime",NA,7.5,"Seamus Mirodan",NA,"Star: Michael Beach",NA,NA,NA,28,37,NA
"narcoworld: dope stories",2019,NA,"Documentary","Crime",NA,6.8,"Dickon Le Marchant",NA,"Star: Michael Beach",NA,NA,NA,29,38,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.5,NA,NA,"Art Arreola","Kevin Hart",NA,NA,102,NA,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.5,NA,NA,"Kevin Hart","Dustin Nickerson",NA,NA,94,NA,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.5,NA,NA,"Star: Kevin Hart",NA,NA,NA,94,NA,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.4,NA,NA,"Star: Kevin Hart",NA,NA,NA,91,NA,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.6,NA,NA,"Star: Kevin Hart",NA,NA,NA,91,NA,NA
"kevin hart: don't f**k this up",2019,NA,"Documentary",NA,NA,6.6,NA,NA,"Dave Becky","Wayne Brown"," Chris Cuomo","Carli Haney",88,NA,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.5,"Joaquim Dos Santos",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3275,47,NA
"black lightning",2017,2021,"Action","Drama","Sci-Fi",7.3,"Tasha Smith",NA,"Cress Williams","China Anne McClain"," Nafessa Williams","Christine Adams",395,41,NA
"don't f**k with cats: hunting an internet killer",2019,NA,"Documentary","Crime",NA,8.4,"Mark Lewis",NA,"Deanna Thompson","John Green"," Joe Panz","Luka Magnotta",1311,66,NA
"don't f**k with cats: hunting an internet killer",2019,NA,"Documentary","Crime",NA,8.4,"Mark Lewis",NA,"Deanna Thompson","John Green"," Mike Nadeau","Claudette Hamlin",1206,57,NA
"don't f**k with cats: hunting an internet killer",2019,NA,"Documentary","Crime",NA,8.2,"Mark Lewis",NA,"Deanna Thompson","John Green"," Luka Magnotta","Henri",1179,64,NA
"dynasty",2017,NA,"Drama",NA,NA,8.2,"Jeffrey W. Byrd",NA,"Elizabeth Gillies","Daniella Alonso"," Elaine Hendrix","Rafael de la Fuente",197,42,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9.2,"Giancarlo Volpe",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",3092,47,NA
"johnny test",2005,NA,"Animation","Action","Adventure",5.8,"Larry Jacobs",NA,"James Arnold Taylor","Louis Chirillo"," Maryke Hendrikse","Ashleigh Ball",20,23,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Arkasha Stevenson",NA,"Rosa Salazar","Catherine Keener"," Eric Lange","Leah Cairns",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Gandja Monteiro",NA,"Rosa Salazar","Catherine Keener"," Eric Lange","Hannah Levien",NA,NA,NA
"explained",2018,NA,"Documentary",NA,NA,7.5,NA,NA,"Cleo Constantine Abram","Karen Smit"," Paul Zimnisky","Rebecca Foerster",242,NA,NA
"the flash",2014,NA,"Action","Adventure","Drama",7.1,"Chris Peppe",NA,"Grant Gustin","Candice Patton"," Danielle Panabaker","Carlos Valdes",1398,42,NA
"the flash",2014,NA,"Action","Adventure","Drama",7.7,"Stefan Pleszczynski",NA,"Grant Gustin","Candice Patton"," Danielle Panabaker","Carlos Valdes",1392,42,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.5,NA,NA,"Liza Koshy","Hunter March"," Candace Nelson","Adriano Zumbo",38,NA,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.7,NA,NA,"Amirah Kassem","Hunter March"," Candace Nelson","Adriano Zumbo",34,NA,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.6,NA,NA,"Hunter March","Candace Nelson"," Donal Skehan","Adriano Zumbo",29,NA,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.9,NA,NA,"Hunter March","Jeanine Mason"," Candace Nelson","Adriano Zumbo",27,NA,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.4,NA,NA,"Hunter March","Candace Nelson"," Tiffani Thiessen","Adriano Zumbo",27,NA,NA
"sugar rush christmas",2019,NA,"Reality-TV",NA,NA,6.6,NA,NA,"Meryl Davis","Hunter March"," Candace Nelson","Adriano Zumbo",26,NA,NA
"avatar: the last airbender",2005,2008,"Animation","Action","Adventure",9,"Ethan Spaulding",NA,"Zach Tyler","Mae Whitman"," Jack De Sena","Michaela Jill Murphy",2986,25,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Gandja Monteiro",NA,"Rosa Salazar","Catherine Keener"," Eric Lange","Jayson Blair",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Matt Sobel",NA,"Rosa Salazar","Catherine Keener"," Leland Orser","Eric Lange",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Matt Sobel",NA,"Rosa Salazar","Catherine Keener"," Leland Orser","Eric Lange",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Jake Schreier",NA,"Rosa Salazar","Catherine Keener"," Leland Orser","Eric Lange",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Nick Antosca",NA,"Rosa Salazar","Catherine Keener"," Patrick Fischler","Eric Lange",NA,NA,NA
"brand new cherry flavor",2021,NA,"Drama","Horror","Mystery",NA,"Jake Schreier",NA,"Rosa Salazar","Catherine Keener"," Patrick Fischler","Eric Lange",NA,NA,NA
"virgin river",2019,NA,"Drama","Romance",NA,7.7,"Martin Wood",NA,"Alexandra Breckenridge","Martin Henderson"," Colin Lawrence","Benjamin Hollingsworth",295,45,NA
"virgin river",2019,NA,"Drama","Romance",NA,7.7,"Tim Matheson",NA,"Alexandra Breckenridge","Martin Henderson"," Colin Lawrence","Benjamin Hollingsworth",306,40,NA
"virgin river",2019,NA,"Drama","Romance",NA,7.8,"Tim Matheson",NA,"Alexandra Breckenridge","Martin Henderson"," Colin Lawrence","Benjamin Hollingsworth",295,41,NA
"virgin river",2019,NA,"Drama","Romance",NA,8,"Martin Wood",NA,"Alexandra Breckenridge","Martin Henderson"," Colin Lawrence","Benjamin Hollingsworth",310,44,NA
"virgin river",2019,NA,"Drama","Romance",NA,8.5,"Martin Wood",NA,"Alexandra Breckenridge","Martin Henderson"," Colin Lawrence","Benjamin Hollingsworth",380,45,NA
"hollywood insider",2018,NA,"Talk-Show",NA,NA,NA,NA,NA,"Bobby Cannavale","Robert De Niro"," Al Pacino","Joe Pesci",NA,NA,NA
"hollywood insider",2018,NA,"Talk-Show",NA,NA,NA,"Pritan Ambroase",NA,"Robert De Niro","Bo Dietl"," Harvey Keitel","Sebastian Maniscalco",NA,NA,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.2,"Robert Kenner","
Taki Oldham
","Henry Lee Lucas","Phil Ryan"," Kate Rich","Frieda Lorraine Powell",318,45,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.5,"Robert Kenner","
Taki Oldham
","Henry Lee Lucas","Joyce Lemons"," Debbie Williamson","Liz Flatt",287,50,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.6,"Robert Kenner","
Taki Oldham
","Henry Lee Lucas","Linda Erwin"," Vic Feazell","Bob Prince",271,49,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.7,"Robert Kenner","
Taki Oldham
","Henry Lee Lucas","Ninfa Sheppard Lambert"," Clemmie Schroeder","George W. Bush",255,46,NA
"the confession killer",2019,NA,"Documentary","Crime",NA,7.6,"Robert Kenner","
Taki Oldham
","Henry Lee Lucas","Nan Cuba"," Rita Salazar","Michael Jarrett",248,50,NA
"lupin",2021,NA,"Action","Crime","Drama",7.9,"Louis Leterrier",NA,"Omar Sy","Ludivine Sagnier"," Clotilde Hesme","Nicole Garcia",3271,47,NA
"riverdale",2017,NA,"Crime","Drama","Mystery",7.1,"Chell Stephen",NA,"K.J. Apa","Lili Reinhart"," Camila Mendes","Cole Sprouse",668,42,NA
"undercover",2019,NA,"Crime","Drama","Thriller",7.8,"Cecilia Verheyden",NA,"Tom Waes","Ruth Becquart"," Wim Willaert","Sebastien Dewaele",258,49,NA
"undercover",2019,NA,"Crime","Drama","Thriller",7.2,"Cecilia Verheyden",NA,"Tom Waes","Ruth Becquart"," Wim Willaert","Sebastien Dewaele",241,49,NA
