"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"the last czars",2019,NA,"Documentary","Drama","History",7.3,NA,NA,"Robert Jack","Susanna Herbert"," Ben Cartwright","Oliver Dimsdale",6983,45,NA
"comedians in cars getting coffee",2012,NA,"Animation","Comedy","Family",8.1,NA,NA,"Jerry Seinfeld","Michael Richards"," Mario Joyner","Jimmy Fallon",11473,20,NA
"the keepers",2017,NA,"Documentary","Crime","Mystery",8.1,NA,NA,"Gemma Hoskins","Abbie Schaub"," Virginia Anzengruber","Jean Hargadon Wehner",19750,436,NA
"hache",2019,2021,"Crime","Drama","Thriller",6.5,NA,NA,"Adriana Ugarte","Eduardo Noriega"," Marc Martínez","Pep Ambròs",1368,50,NA
"world without end",2012,NA,"Drama","History","Romance",7,NA,NA,"Ben Chaplin","Charlotte Riley"," Nora von Waldstätten","Oliver Jackson-Cohen",8271,374,NA
"the paradise",2012,2013,"Drama",NA,NA,7.7,NA,NA,"Joanna Vanderham","Emun Elliott"," Stephen Wight","Sonya Cassidy",10883,60,NA
"all together now",2020,NA,"Drama",NA,NA,6.5,"Brett Haley",NA,"Auli'i Cravalho","Rhenzy Feliz"," Justina Machado","Judy Reyes",3578,92,NA
"sexy beasts",2014,NA,"Comedy",NA,NA,5.5,NA,NA,"Rob Delaney","Dan Frigolette"," Belindah Chaka","Sara Rosenberg",53,NA,NA
"cocaine cowboys: the kings of miami",2021,NA,"Documentary","Crime","History",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"chef's table",2015,2019,"Documentary",NA,NA,8.5,NA,NA,"Dan Barber","Massimo Bottura"," Bill Buford","Lara Gilmore",14082,50,NA
"hot girls wanted: turned on",2017,NA,"Documentary",NA,NA,6.6,NA,NA,"James Rhine","Lena Anderson"," James Bartholet","Lily Cade",2061,280,NA
"extracurricular",2020,NA,"Crime","Drama",NA,7.7,NA,NA,"Kim Dong-Hee","Park Joo-Hyun"," Da-bin Jung","Nam Yoon-Su",3538,50,NA
"carmen sandiego",2019,2021,"Animation","Action","Adventure",7.9,NA,NA,"Finn Wolfhard","Gina Rodriguez"," Liam O'Brien","Abby Trott",4796,22,NA
"the new legends of monkey",2018,NA,"Action","Adventure","Comedy",6.5,NA,NA,"Chai Hansen","Luciane Buchanan"," Josh Thomson","Emilie Cocquerel",3894,24,NA
"haunted",2018,NA,"Horror","Reality-TV",NA,4.7,NA,NA,"Vanda Chaloupková","Hana Baronová"," Vojtech Hýzdal","Janek Gregor",2934,24,NA
"q-force",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"Gary Cole","David Harbour"," Patti Harrison","Sean Hayes",NA,30,NA
"a suitable boy",2020,NA,"Drama","Romance",NA,5.7,NA,NA,"Tanya Maniktala","Ishaan Khattar"," Mahira Kakkar","Danesh Razvi",4567,60,NA
"the innocents",2018,NA,"Drama","Horror","Mystery",6.3,NA,NA,"Sorcha Groundsell","Percelle Ascott"," Guy Pearce","Jóhannes Haukur Jóhannesson",5470,60,NA
"champions",2018,NA,"Comedy",NA,NA,6.1,NA,NA,"Anders Holm","Fortune Feimster"," Andy Favreau","Josie Totah",3361,30,NA
"pretend it's a city",2021,NA,"Documentary","Biography","Comedy",8.1,NA,NA,"Fran Lebowitz","Martin Scorsese"," Michael Alexis Palmer","Alec Baldwin",5915,203,NA
"my babysitter's a vampire",2011,2012,"Action","Comedy","Fantasy",7.1,NA,NA,"Matthew Knight","Vanessa Morgan"," Atticus Mitchell","Cameron Kennedy",3986,22,NA
"why are you like this?",2018,NA,"Comedy",NA,NA,6.5,NA,NA,"Naomi Higgins","Olivia Junkeer"," Wil King","Lawrence Leung",1142,NA,NA
"return to sender",2015,NA,"Drama","Thriller",NA,5.1,"Fouad Mikati",NA,"Rosamund Pike","Shiloh Fernandez"," Nick Nolte","Camryn Manheim",12670,92,NA
"degrassi: next class",2016,2017,"Drama","Romance",NA,6.9,NA,NA,"Na'ku'set Gould","Amanda Arcuri"," Sara Waisglass","Ehren Kassam",2876,30,NA
"hoops",2020,NA,"Animation","Comedy","Sport",6,NA,NA,"Jake Johnson","Ron Funches"," Cleo King","Natasha Leggero",4896,25,NA
"players",NA,NA,"Comedy","Romance",NA,NA,"Trish Sie",NA,"Tom Ellis","Gina Rodriguez"," Damon Wayans Jr.","Joel Courtney",NA,NA,NA
"somebody feed phil",2018,NA,"Documentary",NA,NA,8.3,NA,NA,"Phil Rosenthal","Monica Horan"," Judy Gold","Julia Reed",3936,60,NA
"the indian detective",2017,NA,"Comedy","Crime","Drama",6.5,NA,NA,"Russell Peters","Anupam Kher"," Christina Cole","Mishqah Parthiephal",2906,44,NA
"she's gotta have it",2017,2019,"Comedy",NA,NA,6.8,NA,NA,"DeWanda Wise","Anthony Ramos"," Lyriq Bent","Cleo Anthony",4322,30,NA
"girlboss",2017,NA,"Comedy",NA,NA,7,NA,NA,"Britt Robertson","Ellie Reed"," Johnny Simmons","Alphonso McAuley",16285,26,NA
"moesha",1996,2001,"Comedy","Drama","Family",5.8,NA,NA,"Brandy Norwood","William Allen Young"," Marcus T. Paulk","Lamont Bentley",3430,30,NA
"unsolved",2018,NA,"Biography","Crime",NA,7.9,NA,NA,"Josh Duhamel","Bokeem Woodbine"," Wavyy Jonez","Marcc Rose",7032,60,NA
"wednesday",NA,NA,"Comedy","Family","Fantasy",NA,NA,NA,"Star: Jenna Ortega",NA,NA,NA,NA,NA,NA
"la révolution",2020,NA,"Action","Adventure","Drama",6.5,NA,NA,"Marilou Aussilloux","Coline Beal"," Amir El Kacem","Lionel Erdogan",4901,NA,NA
"grand designs",1999,NA,"Documentary",NA,NA,8.5,NA,NA,"Kevin McCloud","Jeremy Till"," Robert Gaukroger","Deborah Sheridan-Taylor",2855,50,NA
"run on",2020,2021,"Drama","Romance",NA,7.6,NA,NA,"Si-wan Yim","Shin Se-Kyung"," Sooyoung Choi","Tae-oh Kang",1638,70,NA
"tabula rasa",2017,NA,"Drama","Horror","Thriller",8,NA,NA,"Veerle Baetens","Stijn Van Opstal"," Jeroen Perceval","Gene Bervoets",9128,60,NA
"down to earth with zac efron",2020,NA,"Documentary","Short","History",8.1,NA,NA,"Zac Efron","Darin Olien"," Carmen Yulín Cruz","Anna Kendrick",5754,NA,NA
"the rational life",2021,NA,"Drama","Romance",NA,8.2,NA,NA,"Lan Qin","Dylan Wang"," Pan Hong","Bao Wen Jin",192,45,NA
"zoe",2018,NA,"Romance","Sci-Fi",NA,6.1,"Drake Doremus",NA,"Ewan McGregor","Léa Seydoux"," Theo James","Rashida Jones",8146,104,NA
"alrawabi school for girls",2021,NA,"Drama",NA,NA,NA,NA,NA,"Salsabiela A.","Joanna Arida"," Yara Mustafa","Rakeen Saad",NA,NA,NA
"the toys that made us",2017,NA,"Documentary","Comedy","History",8.1,NA,NA,"Donald Ian Black","Mark Bellomo"," David Vonner","Kirk Bozigian",5161,46,NA
"clarence",2013,2018,"Animation","Short","Adventure",6.6,NA,NA,"Spencer Rothbell","Katie Crown"," Tom Kenny","Sean Giambrone",7736,23,NA
"black earth rising",2018,NA,"Thriller",NA,NA,7.5,NA,NA,"John Goodman","Michaela Coel"," Noma Dumezweni","Lucian Msamati",4361,60,NA
"self made: inspired by the life of madam c.j. walker",2020,NA,"Biography","Drama","History",7.3,NA,NA,"Octavia Spencer","Tiffany Haddish"," Carmen Ejogo","Kevin Carroll",10219,191,NA
"word of honor",2021,NA,"Action","Drama","Fantasy",9.1,NA,NA,"Jun Gong","Zhehan Zhang"," Ye Zhou","Wenyuan Ma",2166,45,NA
"green eggs and ham",2019,NA,"Animation","Short","Adventure",8.2,NA,NA,"Michael Douglas","Adam Devine"," Ilana Glazer","Diane Keaton",2030,26,NA
"pj masks",2015,2021,"Animation","Action","Adventure",5.5,NA,NA,"Addison Holley","Kyle Breitkopf"," Juan Luis Bonilla","Brianna Daguanno",1024,24,NA
"curon",2020,NA,"Drama","Fantasy","Horror",5.8,NA,NA,"Luca Lionello","Federico Russo"," Margherita Morchio","Anna Ferzetti",3586,NA,NA
"men behaving badly",1992,2014,"Comedy",NA,NA,7.7,NA,NA,"Martin Clunes","Caroline Quentin"," Leslie Ash","Neil Morrissey",7550,45,NA
"crime scene: the vanishing at the cecil hotel",2021,NA,"Documentary","Crime","Mystery",5.9,NA,NA,"Tim Marcia","Amy Price"," Josh Dean","Greg Kading",15072,219,NA
"the bubble",NA,NA,"Comedy",NA,NA,NA,"Judd Apatow",NA,"Karen Gillan","Pedro Pascal"," Keegan-Michael Key","Leslie Mann",NA,NA,NA
"get even",2020,NA,"Crime","Drama","Thriller",6.5,NA,NA,"Kim Adis","Bethany Antonia"," Jessica Alexander","Mia McKenna-Bruce",1904,28,NA
"fi",2017,2018,"Drama","Romance",NA,7.8,NA,NA,"Ozan Güven","Serenay Sarikaya"," Mehmet Günsür","Berrak Tüzünataç",9721,60,NA
"the world of the married",2020,NA,"Drama","Romance",NA,8.1,NA,NA,"Kim Hee-ae","Park Hae-joon"," So-hee Han","Kim Young-min",1863,80,NA
"looking glass",2018,NA,"Mystery","Thriller",NA,4.6,"Tim Hunter",NA,"Nicolas Cage","Robin Tunney"," Marc Blucas","Ernie Lively",6155,103,NA
"tower of god",2020,NA,"Animation","Action","Adventure",7.8,NA,NA,"Matthew David Rudd","Johnny Yong Bosch"," Chris Hackney","Cherami Leigh",4059,23,NA
"dirty money",2018,NA,"Documentary","Crime",NA,8.1,NA,NA,"Matt Taibbi","Alex Gibney"," Anabel Hernández","Fahmi Quadir",8359,60,NA
"love/hate",2010,2014,"Crime","Drama",NA,8.5,NA,NA,"Tom Vaughan-Lawlor","Killian Scott"," Aoibhinn McGinnity","Charlie Murphy",6346,51,NA
"dolly parton's heartstrings",2019,NA,"Comedy","Drama","Music",7.6,NA,NA,"Dolly Parton","Delta Burke"," Julianne Hough","Melissa Leo",1920,62,NA
"eden",2021,NA,"Animation","Action","Adventure",6.6,NA,NA,"Marika Kôno","Kentarô Itô"," Kyôko Hikami","Tarusuke Shingaki",821,25,NA
"1983",2018,NA,"Crime","Drama","Thriller",6.8,NA,NA,"Robert Wieckiewicz","Maciej Musial"," Michalina Olszanska","Andrzej Chyra",3882,60,NA
"ergo proxy",2006,NA,"Animation","Action","Adventure",8,NA,NA,"Kôji Yusa","Akiko Yajima"," Rachel Hirschfeld","Liam O'Brien",13098,25,NA
"the real housewives of atlanta",2008,NA,"Reality-TV",NA,NA,4.4,NA,NA,"Kandi Burruss","Cynthia Bailey"," NeNe Leakes","Kenya Moore",3413,44,NA
"lenox hill",2020,NA,"Documentary",NA,NA,8.7,NA,NA,"John Boockvar","David Langer"," Amanda Little-Richardson","Mirtha Macri",2044,NA,NA
"#blackaf",2020,NA,"Comedy",NA,NA,6.8,NA,NA,"Rashida Jones","Kenya Barris"," Iman Benson","Genneya Walton",4200,36,NA
"slugterra",2012,2016,"Animation","Action","Comedy",6.5,NA,NA,"Lee Tockar","Sam Vincent"," Andrew Francis","Shannon Chan-Kent",1209,22,NA
"the warrior's way",2010,NA,"Action","Fantasy","Western",6.3,"Sngmoo Lee",NA,"Jang Dong-Gun","Kate Bosworth"," Geoffrey Rush","Danny Huston",25758,100,5.66
"conversations with a killer: the ted bundy tapes",2019,NA,"Documentary","Biography","Crime",7.8,NA,NA,"Stephen Michaud","Bob Keppel"," Kathleen McChesney","Ward Lucas",25740,236,NA
"creeped out",2017,2019,"Drama","Family","Fantasy",6.6,NA,NA,"Victoria Diamond","William Romain"," Jaiden Cannatelli","Lukas Engel",1562,30,NA
"the machine",2013,NA,"Action","Drama","Sci-Fi",6.1,"Caradog W. James",NA,"Toby Stephens","Caity Lotz"," Denis Lawson","Sam Hazeldine",30553,91,NA
"frequency",2016,2017,"Drama","Fantasy","Mystery",7.5,NA,NA,"Peyton List","Riley Smith"," Devin Kelley","Mekhi Phifer",13090,42,NA
"trigun",1998,NA,"Animation","Action","Adventure",8.3,NA,NA,"Masaya Onosaka","Hiromi Tsuru"," Satsuki Yukino","Johnny Yong Bosch",20026,24,NA
"sonic prime",2022,NA,"Animation","Action","Adventure",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"strangers",NA,NA,"Comedy",NA,NA,NA,"Jennifer Kaytin Robinson",NA,"Camila Mendes","Maya Hawke"," Rish Shah","Talia Ryder",NA,NA,NA
"charité",2017,NA,"Drama","History",NA,7.9,NA,NA,"Alicia von Rittberg","Mala Emde"," Nina Gummich","Maximilian Meyer-Bretschneider",2873,45,NA
"luna nera",2020,NA,"Drama","Fantasy","Thriller",5.6,NA,NA,"Antonia Fotaras","Giorgio Belli"," Gloria Carovana","Giandomenico Cupaiuolo",2533,43,NA
"security",2017,NA,"Action","Crime","Thriller",5.7,"Alain Desrochers",NA,"Antonio Banderas","Ben Kingsley"," Liam McIntyre","Cung Le",16390,88,NA
"murder mountain",2018,NA,"Documentary","Crime",NA,6.9,NA,NA,"Billy Honsal","Braden Brawner"," Mike Downey","John Gordon",2771,43,NA
"watership down",2018,NA,"Animation","Action","Adventure",7.2,NA,NA,"James McAvoy","Nicholas Hoult"," John Boyega","Ben Kingsley",5587,204,NA
"this is a robbery: the world's biggest art heist",2021,NA,"Documentary","Crime","History",6.4,NA,NA,"Shelley Murphy","Anne Hawley"," Dick Ellis","Martin Leppo",3443,210,NA
"higurashi no naku koro ni",2006,NA,"Animation","Drama","Horror",7.9,NA,NA,"Rebecca Forstadt","Megan Hollingshead"," John Snyder","Sôichirô Hoshi",5045,24,NA
"scissor seven",2018,NA,"Animation","Action",NA,8.3,NA,NA,"Jas Patrick","Ronny Chieng"," Jake Green","Aleks Le",1553,13,NA
"the trials of gabriel fernandez",2020,NA,"Documentary","Crime",NA,8.1,NA,NA,"William Guirola","Wyatt Hinz"," Rodrigo Alfonso","David Alvarado",9411,331,NA
"freelancers",2012,NA,"Action","Crime","Drama",4.6,"Jessy Terrero",NA,"50 Cent","Robert De Niro"," Forest Whitaker","Malcolm Goodwin",9949,96,NA
"b: the beginning",2018,NA,"Animation","Action","Crime",7.2,NA,NA,"Hiroaki Hirata","Hiroki Touchi"," Asami Seto","Johnny Yong Bosch",4285,25,NA
"life unexpected",2010,2011,"Drama",NA,NA,7.5,NA,NA,"Shiri Appleby","Kristoffer Polaha"," Britt Robertson","Kerr Smith",14088,60,NA
"jeffrey epstein: filthy rich",2020,NA,"Documentary","Crime",NA,7.1,NA,NA,"Michael Reiter","Annie Farmer"," Shawna Rivera","Alan Dershowitz",19935,227,NA
"kotaro lives alone",2021,NA,"Drama",NA,NA,9.2,NA,NA,"Natsuki Deguchi","Eito Kawahara"," Mahiru Konno","Rie Minemura",62,NA,NA
"alvinnn!!! and the chipmunks",2015,NA,"Animation","Comedy","Drama",4.5,NA,NA,"Ross Bagdasarian Jr.","Janice Karman"," Vanessa Bagdasarian","Bettina Kenney",1226,11,NA
"ghoul",2018,NA,"Drama","Fantasy","Horror",7.1,NA,NA,"Radhika Apte","Manav Kaul"," Rohit Pathak","Ratnabali Bhattacharjee",13031,45,NA
"maestro",NA,NA,"Biography","Drama","Music",NA,"Bradley Cooper",NA,"Bradley Cooper","Carey Mulligan"," Jeremy Strong",NA,NA,NA,NA
"little britain",2003,2006,"Comedy",NA,NA,7.6,NA,NA,"Matt Lucas","David Walliams"," Tom Baker","Paul Putner",22619,29,NA
"age of samurai: battle for japan",2021,NA,"Documentary","Action","Adventure",7.4,NA,NA,"Hiro Kanagawa","Hayate Masao"," Darren Ashmore","Michael Auslin",3234,NA,NA
"the ripper",2020,NA,"Documentary","Crime",NA,7.1,NA,NA,"Alan Whitehouse","Keith Hellawell"," Andrew Laptew","Christa Ackroyd",7810,195,NA
"skylines",2019,NA,"Crime","Drama","Music",7.6,NA,NA,"Peri Baumeister","Gia Bay"," Sahin Eryilmaz","Edin Hasanovic",2406,56,NA
"inventing anna",2021,NA,"Drama",NA,NA,NA,NA,NA,"Anna Chlumsky","Laverne Cox"," Alexis Floyd","Julia Garner",NA,NA,NA
"the duchess",2020,NA,"Comedy","Drama",NA,6.8,NA,NA,"Katherine Ryan","Rory Keenan"," Katy Byrne","Steen Raskopoulos",4651,30,NA
"car masters: rust to riches",2018,NA,"Reality-TV",NA,NA,8.8,NA,NA,"Constance Nunes","Shawn Pilot"," Michael 'Caveman' Pyle","Tony Quinones",8412,40,NA
"the chef show",2019,NA,"Documentary",NA,NA,8.2,NA,NA,"Jon Favreau","Roy Choi"," Aaron Franklin","Andrew Rea",4476,30,NA
"maid",2021,NA,"Comedy","Drama",NA,NA,NA,NA,"Billy Burke","Andie MacDowell"," Margaret Qualley","Nick Robinson",NA,NA,NA
"hey duggee",2014,NA,"Animation","Family",NA,8.9,NA,NA,"Alexander Armstrong","Jasmine Bartholomew"," Alfie Sanderson","Poppie Boyes",881,7,NA
"medical police",2020,NA,"Comedy",NA,NA,6,NA,NA,"Erinn Hayes","Rob Huebel"," Tom Wright","Sarayu Blue",3755,242,NA
"gabby's dollhouse",2021,NA,"Animation","Adventure","Comedy",7.1,NA,NA,"Laila Lockhart Kraner","Tucker Chandler"," Juliet Donenfeld","Sainty Nelsen",173,24,NA
"deadman wonderland",2011,NA,"Animation","Action","Drama",7.2,NA,NA,"Greg Ayres","Kana Hanazawa"," Romi Pak","Monica Rial",9539,24,NA
"the after party",2018,NA,"Comedy","Music",NA,5.8,"Ian Edelman",NA,"Harrison Holzer","Kyle"," Jordan Rock","Robbie Dema",3990,120,NA
"post mortem: no one dies in skarnes",2021,NA,"Comedy","Drama","Thriller",NA,NA,NA,"Kathrine Thorborg Johansen","Elias Holmen Sørensen"," André Sørum","Kim Fairchild",NA,NA,NA
"wheel of fortune",1983,NA,"Family","Game-Show",NA,6.7,NA,NA,"Pat Sajak","Vanna White"," Charlie O'Donnell","Jim Thornton",2827,30,NA
"trial by media",2020,NA,"Documentary","Crime",NA,7.2,NA,NA,"Al Sharpton","Frank Amedure Jr."," Patti Blagojevich","Kadiatou Diallo",2606,NA,NA
"masameer county",2021,NA,"Animation","Comedy","Drama",8.2,NA,NA,"Ibrahim Al Hajjaj","Yousef Aldakheel"," Abdulaziz Alshehri","Faris Godus",1307,NA,NA
"touch",2012,2013,"Drama","Mystery","Sci-Fi",7.3,NA,NA,"Kiefer Sutherland","David Mazouz"," Gugu Mbatha-Raw","Lukas Haas",42007,43,NA
"ultraviolet",2017,NA,"Crime",NA,NA,7,NA,NA,"Viet Anh Do","Marta Nieradkiewicz"," Bartlomiej Topa","Magdalena Czerwinska",1437,60,NA
"dude",2018,NA,"Comedy","Drama",NA,5.1,"Olivia Milch",NA,"Lucy Hale","Kathryn Prescott"," Alexandra Shipp","Awkwafina",6600,97,NA
"sky castle",2018,NA,"Drama","Mystery",NA,8.7,NA,NA,"Jung-ah Yum","Tae-ran Lee"," Yun Se-ah","Na-ra Oh",2103,75,NA
"so not worth it",2021,NA,"Comedy","Drama",NA,7.7,NA,NA,"Se-wan Park","Shin Hyun-Seung"," Youngjae","Minnie Nicha Yontararak",806,35,NA
"gto",1999,2000,"Animation","Comedy","Drama",8.5,NA,NA,"Steve Blum","Tom Fahn"," Jun'ichi Suwabe","Wataru Takagi",7710,24,NA
"setup",2011,NA,"Action","Crime","Drama",4.4,"Mike Gunther",NA,"50 Cent","Bruce Willis"," Ryan Phillippe","Rory Markham",20760,85,NA
"wolfblood",2012,2017,"Family","Fantasy",NA,7.6,NA,NA,"Gabrielle Green","Leona Vaughan"," Shorelle Hepkin","Mark Fleischmann",3335,30,NA
"love island australia",2018,2019,"Reality-TV",NA,NA,5.4,NA,NA,"Sophie Monk","Eoghan McDermott"," Erin Barnett","Grant Crapp",470,50,NA
"bard of blood",2019,NA,"Action","Adventure","Drama",6.9,NA,NA,"Emraan Hashmi","Sobhita Dhulipala"," Jaideep Ahlawat","Shishir Sharma",10752,45,NA
"turn up charlie",2019,NA,"Comedy","Music",NA,7.1,NA,NA,"Idris Elba","Piper Perabo"," Frankie Hervey","Shaheen Ramdiane",6711,30,NA
"the cuphead show!",2021,NA,"Animation","Action","Adventure",NA,NA,NA,"Tru Valentino","Frank Todaro"," Luke Millington-Drake","Joe Hanna",NA,NA,NA
"banana split",2018,NA,"Comedy",NA,NA,6.2,"Benjamin Kasulke",NA,"Hannah Marks","Liana Liberato"," Dylan Sprouse","Luke Spencer Roberts",2774,88,NA
"halo 4: forward unto dawn",2012,NA,"Action","Adventure","Family",6.9,NA,NA,"Thom Green","Anna Popplewell"," Enisha Brewster","Ayelet Zurer",23691,100,NA
"soundtrack",2019,NA,"Drama","Musical",NA,6.8,NA,NA,"Paul James","Callie Hernandez"," Marianne Jean-Baptiste","Jenna Dewan",1910,56,NA
"the innocent man",2018,NA,"Documentary","Crime",NA,7.3,NA,NA,"Heather McPhaul","Maura Antas"," J.J. Arends","Serena Burns",5402,284,NA
"college romance",2018,NA,"Comedy","Drama","Romance",8.8,NA,NA,"Manjot Singh","Apoorva Arora"," Keshav Sadhna","Gagan Arora",24635,30,NA
"riphagen",2016,NA,"Biography","Drama","War",7.1,"Pieter Kuijpers",NA,"Jeroen van Koningsbrugge","Huub Smit"," Steef de Bot","Lisa Zweerman",7016,131,NA
"club de cuervos",2015,NA,"Comedy","Drama",NA,8.2,NA,NA,"Luis Gerardo Méndez","Mariana Treviño"," Jesús Zavala","Antonio de la Vega",5161,40,NA
"last chance u",2016,2020,"Documentary","Sport",NA,8.4,NA,NA,"Ron Ollie","John III Franklin"," Buddy Stephens","Brittany Wagner",6416,55,NA
"people like us",2012,NA,"Comedy","Drama",NA,7.1,"Alex Kurtzman",NA,"Chris Pine","Elizabeth Banks"," Michelle Pfeiffer","Olivia Wilde",42162,114,12.41
"nailed it!",2018,NA,"Reality-TV",NA,NA,7.4,NA,NA,"Nicole Byer","Jacques Torres"," Weston Bahr","Charity George",4113,33,NA
"little einsteins",2005,2009,"Animation","Adventure","Comedy",6.3,NA,NA,"David Jason","Aiden Pompey"," Jesse Schwartz","Natalia Wojcik",1501,NA,NA
"put your head on my shoulder",2019,NA,"Comedy","Romance",NA,8,NA,NA,"Xing Fei","Lin Yi"," Tara Clance","Jingjing Chen",1356,45,NA
"the parisian agency: exclusive properties",2021,NA,"Reality-TV",NA,NA,7,NA,NA,"",NA,NA,NA,211,NA,NA
"edens zero",2021,NA,"Animation","Action","Adventure",7.2,NA,NA,"Mikako Komatsu","Rie Kugimiya"," Takuma Terashima",NA,251,NA,NA
"ghost lab",2021,NA,"Drama","Horror","Thriller",5.2,"Paween Purijitpanya",NA,"Thanapob Leeratanakachorn","Paris Intarakomalyasut"," Nuttanicha Dungwattanawanich","Suquan Bulakul",973,117,NA
"murder among the mormons",2021,NA,"Documentary","Crime","History",7,NA,NA,"Dorie Hofmann Olds","Shannon Flynn"," Brent Metcalfe","Richard Turley",4914,160,NA
"pieces of her",2021,NA,"Drama","Thriller",NA,NA,NA,NA,"Jessica Barden","Nicholas Burton"," Toni Collette","Winston Cooper",NA,NA,NA
"ask the storybots",2016,2019,"Animation","Adventure","Comedy",8.4,NA,NA,"Judy Greer","Erin Fitzgerald"," Fred Tatasciore","Jeff Gill",750,24,NA
"afro samurai",2007,NA,"Animation","Action","Adventure",7.7,NA,NA,"Samuel L. Jackson","Phil LaMarr"," Yuri Lowenthal","Greg Eagles",15625,26,NA
"archive 81",NA,NA,"Drama","Horror","Sci-Fi",NA,NA,NA,"Ariana Neal","Mamoudou Athie"," Julia Chan","Martin Donovan",NA,NA,NA
"trash truck",2020,NA,"Animation","Family",NA,8.4,NA,NA,"Henry Keane","Glen Keane"," Lucas Neff","Brian Baumgartner",340,NA,NA
"the lincoln lawyer",NA,NA,"Crime","Drama","Mystery",NA,NA,NA,"Christopher Gorham","Ntare Guma Mbaho Mwine"," Lamont Thompson","Krista Warner",NA,60,NA
"spycraft",2021,NA,"Documentary",NA,NA,6.7,NA,NA,"Keith Melton","Dylan Berry"," Robert Bigman","Hamet Yousef",1496,271,NA
"gantz",2004,NA,"Animation","Action","Comedy",7.2,NA,NA,"Chris Ayres","Emily Carter-Essex"," Shannon Emerick","John Gremillion",7273,22,NA
"lust stories",2018,NA,"Drama","Romance",NA,6.4,"Zoya Akhtar","
Dibakar Banerjee","Radhika Apte","Bhumi Pednekar"," Kiara Advani","Vicky Kaushal",10169,120,NA
"the eddy",2020,NA,"Drama","Music",NA,7.2,NA,NA,"André Holland","Joanna Kulig"," Leïla Bekhti","Adil Dehbi",2646,NA,NA
"tales of the city",1993,NA,"Drama","Mystery","Romance",8.3,NA,NA,"Olympia Dukakis","Donald Moffat"," Chloe Webb","Laura Linney",3813,360,NA
"gleipnir",2020,NA,"Animation","Action","Fantasy",6.9,NA,NA,"Brittney Karbowski","Ry McKeand"," Kieran Flitton","Michelle Marie",994,24,NA
"zapped",2014,NA,"Comedy","Family","Fantasy",5.2,"Peter DeLuise",NA,"Zendaya","Chanelle Peloso"," Spencer Boldman","Emilia McCarthy",4517,102,NA
"dragon's dogma",2020,NA,"Animation","Action","Adventure",6.3,NA,NA,"Greg Chun","Erica Mendez"," David Lodge","Cristina Valenzuela",2776,NA,NA
"the letdown",2017,NA,"Comedy",NA,NA,7.5,NA,NA,"Alison Bell","Duncan Fellows"," Leon Ford","Sacha Horler",2908,30,NA
"family business",2019,NA,"Comedy",NA,NA,7.4,NA,NA,"Jonathan Cohen","Gérard Darmon"," Julia Piaton","Liliane Rovère",2711,NA,NA
"el marginal",2016,NA,"Crime","Drama","Mystery",8.2,NA,NA,"Martina Gusman","Gerardo Romano"," Claudio Rissi","Nicolás Furtado",3022,60,NA
"dogs",2018,NA,"Documentary",NA,NA,8.1,NA,NA,"Beth","Carly"," Corinne",NA,1151,50,NA
"ultraman",2019,NA,"Animation","Action","Adventure",6.9,NA,NA,"Ryohei Kimura","Josh Hutcherson"," Takuya Eguchi","Megumi Han",1688,25,NA
"cat people",2021,NA,"Documentary",NA,NA,6.2,NA,NA,"",NA,NA,NA,152,NA,NA
"eastsiders",2012,NA,"Drama",NA,NA,6.9,NA,NA,"Kit Williamson","Van Hansis"," Matthew McKelligon","John Halbach",2460,115,NA
"heaven official's blessing",2020,NA,"Animation",NA,NA,8.4,NA,NA,"Star: Guangtao Jiang",NA,NA,NA,781,NA,NA
"the witcher: blood origin",NA,NA,"Action","Adventure","Fantasy",NA,NA,NA,"Sophia Brown","Laurence O'Fuarain"," Michelle Yeoh","Jon Prophet",NA,NA,NA
"life's too short",2011,2013,"Comedy",NA,NA,7.5,NA,NA,"Warwick Davis","Ricky Gervais"," Stephen Merchant","Rosamund Hanson",14912,30,NA
"zero chill",2021,NA,"Comedy","Drama","Family",5.7,NA,NA,"Grace Beedie","Dakota Taylor"," Jeremias Amoore","Anastázie Chocholatá",1108,NA,NA
"penguin town",2021,NA,"Documentary","Family",NA,8,NA,NA,"Star: Patton Oswalt",NA,NA,NA,539,NA,NA
"the defiant ones",2017,NA,"Documentary","Biography","Crime",8.5,NA,NA,"Bono","Dr. Dre"," Jimmy Iovine","Janet Mormile",12686,60,NA
"inside job",2021,NA,"Animation","Comedy",NA,NA,NA,NA,"Will Blagrove","Tisha Campbell"," Lizzy Caplan","Andrew Daly",NA,NA,NA
"i am a killer",2018,2020,"Documentary","Crime",NA,7.4,NA,NA,"Swaylee Loughnane","Reece Putinas"," David Galea","Deandra Buchanan",3524,52,NA
"the returned",2015,NA,"Drama","Fantasy","Horror",7.1,NA,NA,"Kevin Alejandro","Agnes Bruckner"," India Ennenga","Sandrine Holt",11602,42,NA
"one piece",NA,NA,"Action","Adventure","Fantasy",NA,NA,NA,"",NA,NA,NA,NA,NA,NA
